x,y,theta,left_voltage,right_voltage,left_velo,right_velo,left_accel,right_accel,left_eff,right_eff,dt
2.139226,9.276854,-5.607029,-11199,11291,-486.000000,519.599976,-24303.646484,25983.896484,60.618904,60.072674,19997
1.359646,7.585955,-5.727654,-11236,11316,-498.399994,515.000000,-24917.507812,25747.425781,61.728996,60.046246,20002
0.768015,5.677489,-5.847951,-11266,11396,-502.000000,530.200012,-25101.255859,26511.326172,61.727470,61.668694,19999
0.488947,3.812444,-5.969199,-11285,11433,-494.399994,538.200012,-24720.000000,26910.000000,60.531483,61.702305,20000
0.446384,1.894044,-6.090118,-11254,11414,-467.799988,522.599976,-23392.337891,26132.611328,57.525249,59.506393,19998
0.605570,0.044274,-6.210201,-11217,11396,-480.000000,544.000000,-24002.400391,27202.720703,59.516300,61.251873,19998
0.963759,-1.804523,-6.331235,-11217,11384,-480.799988,537.200012,-24038.796875,26858.658203,59.822483,60.299294,20001
1.558809,-3.592106,-6.451794,-11230,11328,-490.000000,532.200012,-24501.224609,26611.332031,60.889523,60.603466,19999
2.372952,-5.380979,-6.571915,-11248,11322,-489.399994,534.599976,-24470.000000,26729.998047,60.437946,62.004158,20000
3.403170,-7.011015,-6.693340,-11254,11322,-510.200012,519.400024,-25508.724609,25968.703125,62.729622,60.995377,20001
4.583971,-8.485617,-6.814139,-11230,11328,-474.399994,539.000000,-23724.744141,26955.390625,58.306908,63.267532,19996
5.886922,-9.834592,-6.935227,-11230,11377,-479.799988,542.599976,-23990.000000,27129.998047,59.172024,63.166248,20000
7.460712,-11.041440,-7.057736,-11230,11371,-494.799988,544.200012,-24743.710938,27214.082031,61.195770,62.938110,19997
9.089293,-12.161971,-7.180369,-11260,11377,-501.600006,532.799988,-25077.492188,26637.335938,61.719303,61.371502,20002
10.981882,-12.954148,-7.302894,-11291,11408,-502.399994,533.000000,-25123.767578,26653.998047,61.411579,61.134277,19997
12.855599,-13.539102,-7.425113,-11310,11445,-495.799988,532.000000,-24791.238281,26601.330078,60.246361,60.589272,19999
14.761285,-13.887931,-7.546453,-11310,11433,-503.399994,532.799988,-25168.742188,26638.667969,61.019413,60.833725,20001
16.829792,-13.929917,-7.667924,-11242,11310,-491.399994,515.200012,-24573.685547,25763.865234,60.058300,60.096977,19997
18.812586,-13.929996,-7.790703,-11236,11316,-483.399994,505.000000,-24167.582031,25247.474609,59.320202,59.236320,20002
20.855068,-13.449585,-7.913315,-11248,11377,-495.200012,518.599976,-24758.761719,25928.703125,60.841602,60.640175,20001
22.582445,-12.785015,-8.035954,-11297,11408,-507.799988,532.799988,-25396.347656,26646.660156,61.965027,61.696079,19995
24.461823,-11.886018,-8.156016,-11285,11433,-501.200012,532.000000,-24898.162109,26428.216797,61.186977,60.991501,20130
26.144394,-10.975775,-8.276529,-11260,11396,-482.399994,529.799988,-24279.027344,26664.652344,58.918995,60.610641,19869
27.752235,-9.854358,-8.398829,-11230,11322,-488.799988,520.599976,-24438.777344,26028.697266,60.047783,60.016632,20001
29.157642,-8.544526,-8.520303,-11254,11377,-490.000000,541.200012,-24502.451172,27062.707031,60.204441,62.184349,19998
30.422173,-7.028039,-8.640944,-11260,11402,-499.399994,541.400024,-24971.248047,27071.355469,61.398029,62.080647,19999
31.404051,-5.410632,-8.761635,-11254,11390,-480.200012,542.000000,-22939.855469,25892.132812,59.099045,62.158985,20933
32.298286,-3.732362,-8.882976,-11266,11384,-484.200012,542.599976,-24212.421875,27132.712891,59.512035,62.266354,19998
32.925499,-1.952925,-9.005973,-11236,11390,-510.600006,524.599976,-25531.277344,26231.310547,62.942631,60.152531,19999
33.313122,-0.094921,-9.129594,-11223,11384,-483.200012,525.400024,-24160.000000,26270.001953,59.707657,60.379452,20000
33.491455,1.787921,-9.251656,-11193,11303,-466.600006,537.000000,-23332.333984,26852.685547,58.003735,62.603622,19998
33.406612,3.666045,-9.373118,-11279,11427,-505.799988,550.599976,-25291.263672,27531.375000,62.308578,63.096645,19999
33.127907,5.510518,-9.494001,-11266,11433,-486.200012,536.599976,-24311.216797,26831.339844,59.855064,60.564754,19999
32.638145,7.252046,-9.614914,-11266,11414,-484.200012,539.400024,-24210.000000,26970.001953,59.587097,59.928242,20000
31.757786,8.973196,-9.736659,-11236,11377,-477.399994,536.599976,-23871.193359,26831.339844,58.945454,60.525864,19999
30.859335,10.626078,-9.858457,-11236,11316,-496.799988,534.000000,-24841.242188,26701.335938,61.371792,61.343918,19999
29.479685,12.107635,-9.980152,-11217,11322,-477.000000,525.000000,-23851.193359,26251.312500,59.044689,60.869846,19999
28.023249,13.377716,-10.102841,-11230,11377,-475.600006,524.799988,-23781.189453,26241.310547,58.874928,60.585548,19999
26.553469,14.531018,-10.225350,-11254,11390,-489.600006,544.400024,-24481.224609,27221.361328,60.461002,62.284698,19999
24.945095,15.484385,-10.347598,-11254,11402,-481.200012,537.200012,-24061.203125,26861.343750,59.347996,61.125629,19999
23.279350,16.289204,-10.470061,-11248,11396,-497.200012,550.000000,-24861.244141,27501.375000,61.232025,62.559040,19999
21.346052,16.709002,-10.593040,-11242,11384,-493.000000,552.799988,-24651.232422,27641.380859,60.813511,63.055500,19999
19.424820,17.140347,-10.716848,-11279,11433,-485.000000,540.200012,-24251.212891,27011.351562,59.618088,60.867989,19999
17.487978,17.123493,-10.838962,-11279,11420,-489.600006,552.400024,-24481.224609,27621.382812,60.152580,62.233311,19999
15.556834,17.005140,-10.961086,-11254,11439,-482.799988,547.799988,-24141.207031,27391.369141,59.489330,60.715878,19999
13.647776,16.603041,-11.082750,-11248,11384,-488.000000,526.200012,-24401.220703,26311.316406,60.130245,58.952560,19999
11.830600,16.122114,-11.204688,-11291,11377,-513.599976,526.200012,-25681.283203,26311.316406,62.775620,59.676258,19999
10.076722,15.210799,-11.326872,-11211,11371,-496.200012,528.000000,-24811.240234,26401.320312,61.173725,61.002918,19999
8.305499,14.148927,-11.448907,-11217,11396,-478.200012,532.200012,-23911.195312,26611.332031,59.023830,61.257088,19999
6.706871,12.908672,-11.570652,-11248,11384,-487.600006,535.400024,-24381.218750,26771.339844,60.125031,61.304508,19999
5.408042,11.368753,-11.691914,-11260,11439,-487.600006,555.000000,-24381.218750,27751.386719,59.938236,62.402271,19999
4.304120,9.665725,-11.813922,-11266,11427,-491.000000,545.799988,-24551.228516,27291.363281,60.283775,61.227417,19999
3.290926,7.915739,-11.935229,-11291,11420,-493.399994,545.400024,-24670.000000,27270.001953,60.330627,61.199757,20000
2.657821,5.969246,-12.056536,-11266,11408,-483.399994,538.200012,-24172.416016,26912.691406,59.277092,60.801048,19998
2.234947,3.901951,-12.178884,-11230,11408,-491.399994,542.599976,-24571.228516,27131.355469,60.598061,61.232464,19999
1.933532,1.963611,-12.301274,-11211,11377,-480.200012,529.599976,-24011.201172,26481.322266,59.518162,59.628166,19999
1.943651,-0.022144,-12.422181,-11230,11322,-480.600006,527.799988,-24030.000000,26390.000000,59.452168,60.628922,20000
2.192704,-2.016848,-12.543750,-11254,11384,-496.200012,515.799988,-24811.240234,25791.289062,61.049881,59.125992,19999
2.619561,-3.952326,-12.665112,-11279,11396,-492.200012,521.599976,-24611.230469,26081.302734,60.143639,60.067970,19999
3.392202,-5.900430,-12.786175,-11266,11414,-505.399994,539.599976,-25270.000000,26979.998047,61.930817,61.249184,20000
4.274048,-7.746271,-12.908090,-11230,11322,-496.399994,538.599976,-24821.240234,26931.345703,61.035191,61.773247,19999
5.370087,-9.493881,-13.030112,-11248,11371,-498.799988,540.400024,-24942.494141,27022.703125,61.162155,61.878914,19998
6.759793,-10.953890,-13.152225,-11242,11322,-501.399994,532.400024,-25070.000000,26620.001953,61.502514,61.812012,20000
8.214769,-12.367240,-13.274278,-11260,11377,-492.200012,538.400024,-24612.460938,26922.693359,60.246845,62.208118,19998
9.956660,-13.547002,-13.396289,-11310,11414,-507.000000,544.200012,-25350.000000,27210.000000,61.575367,62.533451,20000
11.917211,-14.512198,-13.519277,-11254,11322,-504.600006,527.599976,-25230.000000,26379.998047,61.560364,61.357147,20000
13.865726,-15.327211,-13.642585,-11211,11279,-506.600006,522.000000,-25331.267578,26101.304688,62.112747,61.305767,19999
15.964063,-15.856036,-13.765230,-11254,11297,-505.799988,519.400024,-25291.263672,25971.298828,61.819050,61.434277,19999
18.078701,-16.015356,-13.886567,-11260,11371,-499.600006,527.400024,-24981.250000,26371.320312,60.865448,61.845901,19999
20.188185,-16.088537,-14.009083,-11236,11310,-517.000000,536.400024,-25851.292969,26821.341797,63.096279,63.032291,19999
22.235641,-15.825270,-14.131627,-11291,11408,-497.200012,556.799988,-24861.244141,27841.390625,60.381481,64.151451,19999
24.316889,-15.362451,-14.254086,-11285,11427,-505.600006,534.400024,-25281.263672,26721.337891,61.552078,60.744690,19999
26.189337,-14.647883,-14.375429,-11279,11408,-486.399994,517.400024,-24321.214844,25871.294922,59.300869,58.312580,19999
28.038914,-13.715326,-14.496375,-11242,11310,-514.599976,509.000000,-25731.285156,25451.273438,63.137024,58.440121,19999
29.738937,-12.715424,-14.617810,-11242,11297,-507.399994,515.799988,-25371.267578,25791.289062,62.233418,60.409744,19999
31.294825,-11.390809,-14.738678,-11223,11297,-488.600006,525.400024,-24431.222656,26271.314453,59.946484,62.177494,19999
32.656651,-9.923418,-14.860255,-11254,11328,-488.799988,511.200012,-24441.220703,25561.279297,59.756535,60.208248,19999
33.851177,-8.392966,-14.981400,-11211,11334,-485.600006,537.200012,-24281.214844,26861.343750,59.862232,62.498669,19999
34.894268,-6.667903,-15.102276,-11193,11310,-478.799988,535.799988,-23940.000000,26790.000000,59.458450,61.719151,20000
35.704903,-4.850971,-15.224662,-11217,11328,-475.600006,547.799988,-23781.189453,27391.369141,58.950298,62.764317,19999
36.313740,-2.985080,-15.348350,-11248,11384,-488.799988,548.400024,-24440.000000,27420.001953,60.202023,62.553612,20000
36.546051,-1.005847,-15.470957,-11266,11420,-501.399994,533.599976,-25072.507812,26682.667969,61.551216,60.205906,19998
36.550755,0.999790,-15.592316,-11254,11390,-491.600006,535.799988,-24581.228516,26791.339844,60.405689,60.353088,19999
36.322826,2.921654,-15.712877,-11193,11390,-471.799988,546.799988,-23590.000000,27340.000000,58.589176,61.381104,20000
35.827057,4.872592,-15.835505,-11168,11291,-475.000000,532.400024,-23751.187500,26621.332031,59.367073,60.964794,19999
35.052700,6.719484,-15.957695,-11205,11297,-487.799988,533.200012,-24391.218750,26661.333984,60.733570,61.606499,19999
34.032761,8.466660,-16.079550,-11248,11334,-491.200012,524.799988,-24562.457031,26242.623047,60.599659,60.925812,19998
32.902851,10.079748,-16.201752,-11279,11414,-502.200012,540.200012,-25110.000000,27010.000000,61.459801,61.708584,20000
31.541229,11.642059,-16.323999,-11260,11408,-497.399994,541.599976,-24871.244141,27081.353516,60.952549,61.079937,19999
30.027584,12.962851,-16.448086,-11205,11384,-488.799988,541.200012,-24442.443359,27062.707031,60.507072,60.426174,19998
28.371008,14.050940,-16.571350,-11199,11377,-465.799988,541.799988,-23290.000000,27090.000000,57.913441,60.672077,20000
26.540274,15.061236,-16.693691,-11236,11396,-485.000000,532.599976,-24250.000000,26629.998047,60.197651,59.565254,20000
24.627672,15.704027,-16.816715,-11260,11402,-498.200012,537.400024,-24912.492188,26872.689453,61.521027,60.136059,19998
22.562944,16.066523,-16.939684,-11266,11414,-507.000000,544.400024,-25348.732422,27218.640625,62.332996,61.330456,20001
20.503105,16.322109,-17.062782,-11291,11427,-490.200012,545.799988,-24512.451172,27292.728516,59.877041,61.524319,19998
18.443157,16.269056,-17.185806,-11180,11291,-482.600006,530.400024,-24131.207031,26521.328125,59.749352,60.933819,19999
16.478909,16.086931,-17.308504,-11174,11322,-484.600006,529.599976,-24231.210938,26481.322266,60.253571,60.963253,19999
14.518138,15.434079,-17.430723,-11211,11322,-485.600006,541.400024,-24281.214844,27071.355469,60.384521,62.651302,19999
12.676874,14.558714,-17.552826,-11273,11451,-499.200012,549.000000,-24961.248047,27451.373047,61.470806,61.431763,19999
10.855817,13.482723,-17.674307,-11285,11445,-512.000000,554.000000,-25601.279297,27701.384766,62.651875,60.928600,19999
9.254967,12.260134,-17.796301,-11266,11328,-507.600006,525.799988,-25382.539062,26292.628906,62.012512,59.300587,19998
7.912799,10.704623,-17.918219,-11242,11322,-494.000000,537.599976,-24700.000000,26879.998047,60.433342,61.622089,20000
6.660329,9.132522,-18.040476,-11217,11310,-481.799988,527.000000,-24091.203125,26351.318359,59.172112,61.705795,19999
5.605528,7.390415,-18.162359,-11236,11390,-495.200012,544.000000,-24760.000000,27200.000000,60.918552,62.886253,20000
4.781987,5.535532,-18.284683,-11248,11390,-516.599976,546.400024,-25831.291016,27321.367188,63.505383,62.864853,19999
4.134220,3.557947,-18.406647,-11242,11377,-487.799988,548.400024,-24391.218750,27421.373047,59.906570,62.919998,19999
3.807220,1.534280,-18.529076,-11273,11408,-495.600006,538.000000,-24781.240234,26901.345703,60.570118,61.321583,19999
3.595340,-0.428332,-18.650784,-11242,11402,-495.399994,536.400024,-24771.238281,26821.341797,60.897514,60.661457,19999
3.794097,-2.521144,-18.772457,-11199,11334,-483.399994,540.400024,-24170.000000,27020.001953,59.865368,61.589188,20000
4.168202,-4.502077,-18.894218,-11266,11433,-484.000000,545.200012,-24201.210938,27261.363281,59.610119,61.080059,19999
4.722401,-6.510834,-19.015299,-11248,11390,-485.799988,530.000000,-24292.427734,26502.650391,59.760422,59.766407,19998
5.511891,-8.328562,-19.136366,-11242,11303,-507.799988,500.799988,-25390.000000,25040.000000,62.210701,57.529434,20000
6.556583,-10.175597,-19.258139,-11260,11291,-510.600006,513.200012,-25532.552734,25662.566406,62.166466,60.114216,19998
7.808229,-11.819186,-19.380970,-11230,11291,-480.799988,528.000000,-24041.201172,26401.320312,58.600620,62.696350,19999
9.363433,-13.324244,-19.503902,-11223,11285,-484.600006,523.000000,-24230.000000,26150.000000,59.255905,62.196175,20000
11.042751,-14.558249,-19.625633,-11285,11420,-511.600006,551.000000,-25581.279297,27551.376953,62.357403,63.634621,19999
12.904633,-15.681183,-19.748566,-11279,11408,-503.200012,533.000000,-25161.257812,26651.332031,61.301636,60.633846,19999
14.814695,-16.540091,-19.872101,-11248,11322,-502.000000,534.599976,-25102.509766,26732.671875,61.181381,60.979427,19998
16.807186,-17.235069,-19.994785,-11291,11384,-508.000000,549.200012,-25401.269531,27461.373047,61.441189,63.170582,19999
18.833000,-17.585478,-20.116501,-11266,11371,-510.000000,534.799988,-25501.275391,26741.335938,61.959801,62.161911,19999
20.740244,-17.088331,-20.177406,-11230,11316,-491.399994,524.599976,-24571.228516,26231.310547,60.088005,61.387016,19999
22.730160,-17.145443,-20.301188,-11217,11279,-486.200012,528.400024,-24311.216797,26421.322266,59.800602,62.132851,19999
24.869577,-16.923256,-20.424440,-11260,11377,-518.000000,531.599976,-25900.000000,26579.998047,63.389214,61.483978,20000
26.839422,-16.577168,-20.545450,-11260,11322,-498.600006,530.599976,-24931.246094,26531.326172,60.845261,61.983845,19999
28.754078,-15.795151,-20.666504,-11242,11322,-507.799988,540.200012,-25391.269531,27011.351562,62.030170,62.904869,19999
30.527468,-14.865422,-20.788155,-11180,11291,-479.799988,513.599976,-23991.199219,25681.283203,59.230812,60.179832,19999
32.263317,-13.974835,-20.908686,-11205,11334,-480.000000,533.200012,-24001.199219,26661.333984,59.302917,61.796867,19999
33.833744,-12.684937,-21.028509,-11236,11390,-492.600006,531.000000,-24630.000000,26550.000000,60.782291,60.819412,20000
35.176750,-11.261961,-21.149065,-11205,11297,-481.000000,533.400024,-24052.404297,26672.667969,59.497765,61.252155,19998
36.286919,-9.656089,-21.270029,-11199,11297,-486.399994,521.400024,-24321.214844,26071.304688,60.214779,60.175835,19999
37.258068,-7.989151,-21.390881,-11230,11297,-514.400024,515.400024,-25721.287109,25771.289062,63.400837,59.921753,19999
38.002895,-6.090413,-21.512791,-11186,11297,-490.000000,521.200012,-24500.000000,26060.000000,60.698040,60.927063,20000
38.591908,-4.195281,-21.635761,-11186,11310,-470.399994,547.599976,-23521.175781,27381.367188,58.321838,63.937794,19999
38.759388,-2.139769,-21.757837,-11230,11390,-482.600006,553.599976,-24132.414062,27682.767578,59.695358,63.070263,19998
38.629387,-0.194298,-21.878881,-11217,11328,-492.399994,529.200012,-24620.000000,26460.000000,60.955303,59.986752,20000
38.410282,1.715166,-21.999805,-11205,11377,-483.600006,541.200012,-24182.417969,27062.707031,59.953873,60.735867,19998
37.981789,3.617864,-22.121746,-11236,11390,-481.000000,545.000000,-24051.203125,27251.363281,59.355316,61.485100,19999
37.304230,5.550284,-22.242466,-11236,11384,-484.200012,560.599976,-24210.000000,28029.998047,59.692715,63.256905,20000
36.321072,7.396571,-22.363832,-11186,11328,-485.600006,539.400024,-24282.427734,26972.699219,60.250217,60.990650,19998
35.161690,9.050074,-22.486767,-11174,11279,-477.399994,511.000000,-23870.000000,25550.000000,59.518154,58.477917,20000
33.858585,10.629400,-22.608812,-11199,11303,-487.200012,520.200012,-24362.437500,26012.601562,60.499512,60.176956,19998
32.327091,11.900155,-22.731707,-11230,11297,-498.000000,526.799988,-24901.244141,26341.316406,61.411953,61.257614,19999
30.650467,12.959520,-22.854136,-11285,11414,-509.200012,544.200012,-25460.000000,27210.000000,62.259708,62.095875,20000
28.846991,13.916191,-22.976673,-11260,11433,-487.200012,550.599976,-24361.218750,27531.375000,59.707409,61.946339,19999
26.942413,14.673220,-23.099970,-11242,11414,-493.600006,540.599976,-24680.000000,27029.998047,60.594669,59.684326,20000
24.954807,15.078195,-23.222805,-11205,11384,-484.200012,540.799988,-24211.210938,27041.351562,59.915695,59.633823,19999
22.945196,15.231516,-23.345432,-11223,11402,-490.000000,554.599976,-24501.224609,27731.384766,60.618011,61.191254,19999
20.914595,15.115613,-23.468164,-11217,11322,-491.200012,544.799988,-24561.228516,27241.361328,60.771858,61.482574,19999
18.924292,14.733521,-23.590918,-11273,11408,-511.799988,537.200012,-25591.279297,26861.343750,62.799042,60.700993,19999
16.976019,14.132966,-23.713589,-11223,11334,-486.399994,527.799988,-24321.214844,26391.318359,59.861343,60.289696,19999
15.097701,13.309816,-23.835932,-11211,11316,-485.600006,516.000000,-24281.214844,25801.291016,59.908745,59.028976,19999
13.328565,12.245648,-23.958660,-11217,11297,-490.799988,526.200012,-24541.226562,26311.316406,60.569870,60.974678,19999
11.712993,11.101755,-24.081596,-11248,11340,-502.399994,533.400024,-25109.955078,26659.337891,61.726212,61.500881,20008
10.326901,9.694609,-24.203442,-8729,8402,-431.000000,452.000000,-21553.232422,22603.390625,68.268669,70.949997,19997
9.063996,8.141356,-24.324392,-6388,6640,-394.799988,411.799988,-19749.875000,20600.298828,85.060104,77.315727,19990
8.042925,6.387947,-24.444256,-5599,5969,-378.399994,393.600006,-18921.892578,19681.968750,86.704109,67.532150,19998
7.193965,4.543823,-24.562485,-5156,5556,-354.000000,374.399994,-17700.884766,18720.935547,54.801395,0.000000,19999
6.599950,2.777332,-24.676607,-4817,5267,-334.600006,362.000000,-16730.835938,18100.904297,0.000000,0.000000,19999
6.214456,1.039841,-24.786938,-4466,5396,-316.600006,375.799988,-15830.791992,18790.939453,0.000000,0.000000,19999
6.120678,-0.597952,-24.891720,-4454,5747,-328.200012,404.200012,-16410.820312,20211.011719,0.000000,0.000000,19999
6.042696,-2.140080,-24.986706,-4842,6111,-340.799988,430.200012,-17040.000000,21510.000000,0.000000,0.000000,20000
6.180012,-3.582929,-25.074024,-4620,6000,-310.600006,406.399994,-15531.553711,20322.031250,0.000000,0.000000,19998
6.406678,-4.796499,-25.155935,-4380,5698,-298.000000,390.000000,-14900.000000,19500.000000,0.000000,0.000000,20000
6.791262,-6.034729,-25.233486,-4066,5254,-287.600006,349.200012,-14380.719727,17460.873047,0.000000,0.000000,19999
7.226180,-7.225211,-25.307510,-3702,4645,-253.199997,313.799988,-12660.632812,15690.784180,0.000000,0.000000,19999
7.702093,-8.253545,-25.378117,-3425,4004,-249.199997,262.799988,-12460.000000,13139.999023,0.000000,0.000000,20000
8.242257,-9.168447,-25.445179,-3160,3314,-230.000000,231.600006,-11501.150391,11581.158203,0.000000,0.000000,19998
