x,y,theta,left_voltage,right_voltage,left_velo,right_velo,left_accel,right_accel,left_eff,right_eff,dt
0.000000,0.000000,0.000000,0,0,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,29
-0.067716,-0.071319,0.000003,0,0,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,19226
-0.067716,-0.071319,0.000010,6,0,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,19999
-0.067716,-0.071319,0.000021,6,6,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,19998
-0.067716,-0.071319,0.000033,0,6,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,19999
-0.067716,-0.071319,0.000048,0,0,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20000
-0.067716,-0.071319,0.000065,6,0,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,19999
-0.067716,-0.071319,0.000084,0,0,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20000
-0.067716,-0.071319,0.000105,0,0,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20001
-0.067716,-0.071319,0.000128,-6,0,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,19999
-0.067716,-0.071319,0.000154,6,0,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,19999
-0.067716,-0.071319,0.000183,0,0,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,19998
-0.067716,-0.071319,0.000213,6,6,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20000
-0.067716,-0.071319,0.000246,0,0,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,19999
-0.067716,-0.071319,0.000280,6,6,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,19998
-0.067716,-0.071319,0.000317,6,0,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20000
-0.067716,-0.071319,0.000357,0,0,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,19998
-0.067716,-0.071319,0.000398,0,0,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20000
-0.067716,-0.071319,0.000442,6,0,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,19999
-0.067716,-0.071319,0.000489,0,0,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,19998
-0.067716,-0.071319,0.000538,0,6,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20001
-0.067716,-0.071319,0.000589,0,0,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,19997
-0.067716,-0.071319,0.000641,0,6,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20001
-0.067716,-0.071319,0.000696,-6,0,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,19998
-0.067716,-0.071319,0.000753,0,0,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20000
-0.067716,-0.071319,0.000813,6,0,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,19999
-0.067716,-0.071319,0.000875,0,0,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20000
-0.067716,-0.071319,0.000940,0,0,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,19998
-0.067716,-0.071319,0.001006,6,0,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,19999
-0.067716,-0.071319,0.001075,6,0,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,19999
-0.067716,-0.071319,0.001145,6,6,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20000
-0.067716,-0.071319,0.001217,6,0,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,19998
-0.067716,-0.071319,0.001292,0,0,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,19999
-0.067716,-0.071319,0.001369,6,-6,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20000
-0.067716,-0.071319,0.001447,6,0,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20001
-0.067716,-0.071319,0.001517,0,0,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,19997
-0.067716,-0.071319,0.001552,-6,0,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,19998
-0.067716,-0.071319,0.001530,-6,0,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20001
-0.067716,-0.071319,0.001545,0,0,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,19999
-0.067716,-0.071319,0.001545,6,-6,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,19999
-0.067716,-0.071319,0.001567,0,0,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,19999
-0.067716,-0.071319,0.001526,0,-6,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,19999
-0.067716,-0.071319,0.001557,6,0,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,19998
-0.067716,-0.071319,0.001557,0,-6,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20002
-0.067716,-0.071319,0.001522,0,0,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,19997
-0.067716,-0.071319,0.001530,6,-6,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,19997
-0.067716,-0.071319,0.001537,0,0,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20000
-0.067716,-0.071319,0.001524,0,0,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20001
-0.067716,-0.071319,0.001547,0,-6,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20000
-0.067716,-0.071319,0.001515,6,0,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,19996
-0.067716,-0.071319,0.001537,0,0,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20001
-0.067716,-0.071319,0.001542,0,0,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,19997
-0.067716,-0.071319,0.001530,0,-6,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,19999
-0.067716,-0.071319,0.001515,6,6,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20001
-0.067716,-0.071319,0.001526,0,-6,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,19999
-0.067716,-0.071319,0.001543,0,0,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,19998
-0.067716,-0.071319,0.001558,6,0,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20000
-0.067716,-0.071319,0.001559,0,0,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,19999
-0.067716,-0.071319,0.001539,6,0,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20001
-0.067716,-0.071319,0.001544,-6,0,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,19997
-0.067716,-0.071319,0.001514,0,0,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20000
-0.067716,-0.071319,0.001512,0,0,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20000
-0.067716,-0.071319,0.001527,6,0,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20000
-0.067716,-0.071319,0.001541,6,0,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,19998
-0.067716,-0.071319,0.001510,6,0,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20000
-0.067716,-0.071319,0.001526,0,-6,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,19998
-0.067716,-0.071319,0.001556,0,-6,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,19999
-0.067716,-0.071319,0.001536,6,0,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20000
-0.067716,-0.071319,0.001521,0,0,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,19999
-0.067716,-0.071319,0.001558,12,0,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,19998
-0.067716,-0.071319,0.001547,6,-6,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20000
-0.067716,-0.071319,0.001517,0,-6,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20000
-0.067716,-0.071319,0.001548,6,6,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,19999
-0.067716,-0.071319,0.001527,6,-6,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,19999
-0.067716,-0.071319,0.001539,0,0,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,19998
-0.067716,-0.071319,0.001544,0,0,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,19999
-0.067716,-0.071319,0.001536,0,0,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20001
