time,x,y,theta,left_voltage,right_voltage,left_velocity,right_velocity,left_actual_velocity,right_actual_velocity,left_actual_voltage,right_actual_voltage
5712242,-0.000000,0.000180,0.001514,12000,-12000,0,0,88.200000,-33.266667,-nan,0.000000
5721898,-0.000000,0.000180,0.001514,12000,-12000,0,0,167.266667,-105.466667,-nan,0.000000
5731897,-0.000029,-0.006545,0.002399,12000,-12000,0,0,144.933333,-105.266667,-nan,0.000000
5741897,-0.000057,0.000989,0.005580,12000,-12000,0,0,113.533333,-84.400000,-nan,0.000000
5751897,-0.000610,-0.048441,0.012088,12000,-12000,0,0,83.533333,-65.266667,-nan,0.000000
5761897,0.001749,0.102282,0.021453,12000,-12000,0,0,93.533333,-58.800000,-nan,0.000000
5771897,-0.000691,0.019046,0.032415,12000,-12000,0,0,126.533333,-75.200000,-nan,0.000000
5781897,0.002162,0.098916,0.044370,12000,-12000,0,0,159.400000,-147.200000,-nan,0.000000
5791897,-0.003278,-0.002766,0.057776,12000,-12000,0,0,164.266667,-138.533333,-nan,0.000000
5801897,0.008807,0.184944,0.073888,12000,-12000,0,0,186.800000,-145.066667,-nan,0.000000
5811897,-0.003585,0.040834,0.092930,12000,-12000,0,0,198.666667,-158.000000,-nan,0.000000
5821897,0.024728,0.317410,0.113799,12000,-12000,0,0,232.133333,-183.400000,-nan,0.000000
5831897,0.003321,0.150121,0.136003,12000,-12000,0,0,238.800000,-179.533333,-nan,0.000000
5841897,0.042563,0.416468,0.159738,12000,-12000,0,0,249.400000,-187.666667,-nan,0.000000
5851897,0.009137,0.227152,0.185047,12000,-12000,0,0,264.200000,-197.333333,-nan,0.000000
5861897,0.064183,0.503107,0.212206,12000,-12000,0,0,286.600000,-222.066667,-nan,0.000000
5871897,0.014412,0.289585,0.241070,12000,-12000,0,0,299.666667,-226.266667,-nan,0.000000
5881897,0.104471,0.635421,0.271504,12000,-12000,0,0,305.666667,-248.266667,-nan,0.000000
5891897,0.034401,0.400612,0.303764,12000,-12000,0,0,330.866667,-257.600000,-nan,0.000000
5901897,0.170823,0.813414,0.337380,12000,-12000,0,0,333.866667,-263.266667,-nan,0.000000
5911897,0.077852,0.564339,0.372382,12000,-12000,0,0,330.933333,-269.400000,-nan,0.000000
5921897,0.249230,0.982290,0.408791,12000,-12000,0,0,348.133333,-272.866667,-nan,0.000000
5931898,0.130124,0.722564,0.446409,12000,-12000,0,0,352.933333,-286.266667,-nan,0.000000
5941897,0.377865,1.216861,0.485334,12000,-12000,0,0,351.400000,-306.133333,-nan,0.000000
5951898,0.229192,0.949711,0.525586,12000,-12000,0,0,358.533333,-309.533333,-nan,0.000000
5961898,0.475508,1.356158,0.567241,12000,-12000,0,0,367.333333,-315.333333,-nan,0.000000
5971898,0.296044,1.088599,0.609657,12000,-12000,0,0,379.933333,-315.866667,-nan,0.000000
5981897,0.632792,1.550608,0.652744,12000,-12000,0,0,376.600000,-325.400000,-nan,0.000000
5991898,0.422254,1.288774,0.696979,12000,-12000,0,0,374.600000,-330.666667,-nan,0.000000
6001898,0.838068,1.764542,0.742103,12000,-12000,0,0,393.800000,-343.333333,-nan,0.000000
6011898,0.594434,1.512062,0.788297,12000,-12000,0,0,408.000000,-348.333333,-nan,0.000000
6021898,1.016810,1.913684,0.835797,12000,-12000,0,0,413.000000,-359.866667,-nan,0.000000
6031898,0.737483,1.674363,0.884226,10722,-10722,0,0,413.200000,-375.733333,-nan,0.000000
6041898,1.234295,2.062530,0.933704,10722,-10722,0,0,403.200000,-349.533333,-nan,0.000000
6051898,0.919557,1.842809,0.984242,8076,-8076,0,0,386.400000,-337.266667,-nan,0.000000
6061898,1.392917,2.141233,1.035657,8076,-8076,0,0,401.000000,-371.066667,-nan,0.000000
6071898,1.052183,1.951932,1.086977,5447,-5447,0,0,389.866667,-373.533333,-nan,0.000000
6081898,1.470698,2.159439,1.137951,5447,-5447,0,0,369.066667,-352.066667,-nan,0.000000
