time,x,y,theta,left_voltage,right_voltage,left_velocity,right_velocity,left_actual_velocity,right_actual_velocity,left_actual_voltage,right_actual_voltage
16342663,-0.000093,-0.027828,0.003290,0,0,-363,-356,0.000000,0.000000,-nan,-nan
16351936,-0.000093,-0.027828,0.003290,0,0,-363,-356,0.000000,0.000000,-nan,-nan
16361936,-0.000091,-0.027444,0.003240,0,0,-363,-356,0.000000,0.000000,-nan,-nan
16371935,-0.000089,-0.027017,0.003184,0,0,-363,-356,-5.200000,-5.733333,-nan,-nan
16381935,-0.000088,-0.026959,0.003176,0,0,-363,-356,-13.666667,-17.200000,-nan,-nan
16391935,-0.000090,-0.027217,0.003210,0,0,-363,-356,-30.133333,-27.000000,-nan,-nan
16401935,-0.000091,-0.027415,0.003236,0,0,-364,-355,-79.000000,-65.466667,-nan,-nan
16411935,-0.000092,-0.027609,0.003261,0,0,-364,-355,-88.200000,-91.600000,-nan,-nan
16421935,-0.000087,-0.026798,0.003155,0,0,-363,-356,-79.466667,-98.133333,-nan,-nan
16431935,-0.000074,-0.024328,0.002830,0,0,-363,-356,-81.666667,-94.200000,-nan,-nan
16441935,-0.000056,-0.020712,0.002354,0,0,-360,-359,-103.466667,-92.133333,-nan,-nan
16451936,-0.000035,-0.015857,0.001714,0,0,-360,-359,-110.133333,-97.800000,-nan,-nan
16461936,-0.000424,-0.308214,0.001035,0,0,-357,-362,-123.400000,-97.333333,-nan,-nan
16471936,-0.000406,-0.302123,0.000233,0,0,-357,-362,-123.066667,-95.133333,-nan,-nan
16481936,-0.000273,-0.808006,-0.000693,0,0,-353,-366,-130.333333,-119.266667,-nan,-nan
16491936,-0.000264,-0.799132,-0.001861,0,0,-353,-366,-164.600000,-142.866667,-nan,-nan
16501936,0.001427,-1.467378,-0.003129,0,0,-348,-371,-184.000000,-151.533333,-nan,-nan
16511936,0.001410,-1.456347,-0.004581,0,0,-348,-371,-193.466667,-160.533333,-nan,-nan
16521936,0.005471,-2.204015,-0.006204,0,0,-343,-376,-201.333333,-166.333333,-nan,-nan
16531936,0.005405,-2.190055,-0.008042,0,0,-343,-376,-225.733333,-180.200000,-nan,-nan
16541936,0.014060,-3.150507,-0.009910,0,0,-336,-383,-234.666667,-211.066667,-nan,-nan
16551936,0.013955,-3.137977,-0.011560,0,0,-336,-383,-255.933333,-216.133333,-nan,-nan
16561936,0.027109,-4.202442,-0.013101,0,0,-333,-386,-269.333333,-234.266667,-nan,-nan
16571936,0.026961,-4.189669,-0.014783,0,0,-333,-386,-278.866667,-244.266667,-nan,-nan
16581936,0.044467,-5.373852,-0.014783,0,0,-336,-383,-294.333333,-256.000000,-nan,-nan
16591936,0.044272,-5.359213,-0.016710,0,0,-336,-383,-310.000000,-255.200000,-nan,-nan
16601936,0.068427,-6.716765,-0.018817,0,0,-323,-396,-323.333333,-266.666667,-nan,-nan
16611936,0.068147,-6.700777,-0.020922,0,0,-323,-396,-334.600000,-281.866667,-nan,-nan
16621936,0.100861,-8.184279,-0.023121,0,0,-316,-403,-339.533333,-286.200000,-nan,-nan
16631936,0.132141,-8.164944,-0.025565,0,0,-316,-403,-348.133333,-299.733333,-nan,-nan
16641936,0.173175,-9.689736,-0.028182,0,0,-305,-414,-357.733333,-313.133333,-nan,-nan
16651936,0.210795,-9.668612,-0.030816,0,0,-305,-414,-363.266667,-328.400000,-nan,-nan
16661936,0.264174,-11.332714,-0.033262,0,0,-297,-422,-362.066667,-331.666667,-nan,-nan
16671936,0.301777,-11.314081,-0.035543,0,0,-297,-422,-375.466667,-339.266667,-nan,-nan
