time,x,y,theta,left_voltage,right_voltage,left_velocity,right_velocity,left_actual_velocity,right_actual_velocity,left_actual_voltage,right_actual_voltage
1068178,nan,nan,inf,0,0,0,0,inf,inf,0.000000,0.000000
1077930,nan,nan,inf,0,0,0,0,inf,inf,0.000000,0.000000
1087930,nan,nan,inf,0,0,0,0,inf,inf,0.000000,0.000000
1097930,nan,nan,inf,0,0,0,0,inf,inf,0.000000,0.000000
1107930,nan,nan,inf,0,0,0,0,inf,inf,0.000000,0.000000
1117930,nan,nan,inf,0,0,0,0,inf,inf,0.000000,0.000000
1127930,nan,nan,inf,0,0,0,0,inf,inf,0.000000,0.000000
1137930,nan,nan,inf,0,0,0,0,inf,inf,0.000000,0.000000
1147930,nan,nan,inf,0,0,0,0,inf,inf,0.000000,0.000000
1157931,nan,nan,inf,0,0,0,0,inf,inf,0.000000,0.000000
1167930,nan,nan,inf,0,0,0,0,inf,inf,0.000000,0.000000
1177930,nan,nan,inf,0,0,0,0,inf,inf,0.000000,0.000000
1187931,nan,nan,inf,0,0,0,0,inf,inf,0.000000,0.000000
1197931,nan,nan,inf,0,0,0,0,inf,inf,0.000000,0.000000
1207930,nan,nan,inf,0,0,0,0,inf,inf,0.000000,0.000000
1217931,nan,nan,inf,0,0,0,0,inf,inf,0.000000,0.000000
1227930,nan,nan,inf,0,0,0,0,inf,inf,0.000000,0.000000
1237931,nan,nan,inf,0,0,0,0,inf,inf,0.000000,0.000000
1247931,nan,nan,inf,0,0,0,0,inf,inf,0.000000,0.000000
1257931,nan,nan,inf,0,0,0,0,inf,inf,0.000000,0.000000
1267931,nan,nan,inf,0,0,0,0,inf,inf,0.000000,0.000000
1277931,nan,nan,inf,0,0,0,0,inf,inf,0.000000,0.000000
1287931,nan,nan,inf,0,0,0,0,inf,inf,0.000000,0.000000
1297931,nan,nan,inf,0,0,0,0,inf,inf,0.000000,0.000000
1307931,nan,nan,inf,0,0,0,0,inf,inf,0.000000,0.000000
1317931,nan,nan,inf,0,0,0,0,inf,inf,0.000000,0.000000
1327930,nan,nan,inf,0,0,0,0,inf,inf,0.000000,0.000000
1337931,nan,nan,inf,0,0,0,0,inf,inf,0.000000,0.000000
1347931,nan,nan,inf,0,0,0,0,inf,inf,0.000000,0.000000
1357931,nan,nan,inf,0,0,0,0,inf,inf,0.000000,0.000000
1367931,nan,nan,inf,0,0,0,0,inf,inf,0.000000,0.000000
1377931,nan,nan,inf,0,0,0,0,inf,inf,0.000000,0.000000
1387931,nan,nan,inf,0,0,0,0,inf,inf,0.000000,0.000000
1397931,nan,nan,inf,0,0,0,0,inf,inf,0.000000,0.000000
1407931,nan,nan,inf,0,0,0,0,inf,inf,0.000000,0.000000
1417931,nan,nan,inf,0,0,0,0,inf,inf,0.000000,0.000000
1427931,nan,nan,inf,0,0,0,0,inf,inf,0.000000,0.000000
1437931,nan,nan,inf,0,0,0,0,inf,inf,0.000000,0.000000
1447931,nan,nan,inf,0,0,0,0,inf,inf,0.000000,0.000000
1457932,nan,nan,inf,0,0,0,0,inf,inf,0.000000,0.000000
1467931,nan,nan,inf,0,0,0,0,inf,inf,0.000000,0.000000
1477931,nan,nan,inf,0,0,0,0,inf,inf,0.000000,0.000000
1487931,nan,nan,inf,0,0,0,0,inf,inf,0.000000,0.000000
1497931,nan,nan,inf,0,0,0,0,inf,inf,0.000000,0.000000
1507931,nan,nan,inf,0,0,0,0,inf,inf,0.000000,0.000000
1517931,nan,nan,inf,0,0,0,0,inf,inf,0.000000,0.000000
1527931,nan,nan,inf,0,0,0,0,inf,inf,0.000000,0.000000
1537931,nan,nan,inf,0,0,0,0,inf,inf,0.000000,0.000000
1547932,nan,nan,inf,0,0,0,0,inf,inf,0.000000,0.000000
1557931,nan,nan,inf,0,0,0,0,inf,inf,0.000000,0.000000
1567932,nan,nan,inf,0,0,0,0,inf,inf,0.000000,0.000000
1577931,nan,nan,inf,0,0,0,0,inf,inf,0.000000,0.000000
1600894,nan,nan,inf,0,0,0,0,inf,inf,0.000000,0.000000
1610894,nan,nan,inf,0,0,0,0,inf,inf,0.000000,0.000000
1620894,nan,nan,inf,0,0,0,0,inf,inf,0.000000,0.000000
1630894,nan,nan,inf,0,0,0,0,inf,inf,0.000000,0.000000
1640894,nan,nan,inf,0,0,0,0,inf,inf,0.000000,0.000000
1650894,nan,nan,inf,0,0,0,0,inf,inf,0.000000,0.000000
1660894,nan,nan,inf,0,0,0,0,inf,inf,0.000000,0.000000
1670894,nan,nan,inf,0,0,0,0,inf,inf,0.000000,0.000000
1680894,nan,nan,inf,0,0,0,0,inf,inf,0.000000,0.000000
1690894,nan,nan,inf,0,0,0,0,inf,inf,0.000000,0.000000
1700894,nan,nan,inf,0,0,0,0,inf,inf,0.000000,0.000000
