time,x,y,theta,left_voltage,right_voltage,left_velocity,right_velocity,left_actual_velocity,right_actual_velocity,left_actual_voltage,right_actual_voltage
9619115,0.000003,0.000391,0.001494,0,0,0,0,0.000000,0.000000,0.000000,0.000000
9628984,0.000001,-0.000065,0.001554,0,0,0,0,0.000000,0.000000,0.000000,0.000000
9638981,0.000000,-0.000262,0.001580,0,0,0,0,0.000000,0.000000,-nan,0.000000
9648978,0.000001,-0.000111,0.001560,0,0,0,0,0.000000,0.000000,0.000000,0.000000
9658980,0.000003,0.000433,0.001488,0,0,0,0,0.000000,0.000000,0.000000,0.000000
9668978,0.000002,0.000161,0.001524,0,0,0,0,0.000000,0.000000,0.000000,0.000000
9678979,0.000000,-0.000364,0.001593,0,0,0,0,0.000000,0.000000,0.000000,0.000000
9688980,0.000002,0.000155,0.001525,0,0,0,0,0.000000,0.000000,0.000000,0.000000
9698978,0.000004,0.000580,0.001469,0,0,0,0,0.000000,0.000000,-nan,0.000000
9708982,0.000002,0.000130,0.001528,0,0,0,0,0.000000,0.000000,0.000000,0.000000
9718979,0.000002,0.000092,0.001533,0,0,0,0,0.000000,0.000000,-nan,0.000000
9728977,0.000002,0.000094,0.001533,0,0,0,0,0.000000,0.000000,0.000000,0.000000
9738981,0.000001,-0.000040,0.001550,0,0,0,0,0.000000,0.000000,-nan,0.000000
9748978,-0.000000,-0.000416,0.001600,0,0,0,0,0.000000,0.000000,-nan,0.000000
9758980,0.000001,-0.000106,0.001559,0,0,0,0,0.000000,0.000000,0.000000,0.000000
9768979,0.000001,-0.000080,0.001556,0,0,0,0,0.000000,0.000000,0.000000,0.000000
9778978,0.000001,-0.000123,0.001561,0,0,0,0,0.000000,0.000000,0.000000,0.000000
9788981,0.000001,-0.000225,0.001575,0,0,0,0,0.000000,0.000000,0.000000,0.000000
9798978,-0.000000,-0.000405,0.001598,0,0,0,0,0.000000,0.000000,-nan,0.000000
9808981,0.000002,0.000040,0.001540,0,0,0,0,0.000000,0.000000,-nan,0.000000
9818978,0.000001,-0.000071,0.001555,0,0,0,0,0.000000,0.000000,-nan,0.000000
9828978,0.000001,-0.000080,0.001556,0,0,0,0,0.000000,0.000000,0.000000,0.000000
9838981,0.000002,0.000016,0.001543,0,0,0,0,0.000000,0.000000,0.000000,0.000000
9848978,0.000002,0.000066,0.001537,0,0,0,0,0.000000,0.000000,0.000000,0.000000
9858981,0.000003,0.000362,0.001498,0,0,0,0,0.000000,0.000000,0.000000,0.000000
9868979,-0.000017,-0.012195,0.001538,0,0,0,0,0.000000,0.000000,0.000000,0.000000
9878979,-0.000017,-0.012210,0.001540,0,0,0,0,0.000000,0.000000,0.000000,0.000000
9888981,0.000002,0.000139,0.001527,0,0,0,0,0.000000,0.000000,-nan,0.000000
9898979,0.000002,0.000046,0.001539,0,0,0,0,0.000000,0.000000,0.000000,0.000000
9908980,0.000002,0.000108,0.001531,0,0,0,0,0.000000,0.000000,0.000000,0.000000
9918978,0.000002,0.000114,0.001530,0,0,0,0,0.000000,0.000000,0.000000,0.000000
9928979,0.000000,-0.000304,0.001585,0,0,0,0,0.000000,0.000000,0.000000,0.000000
9938980,0.000002,-0.000002,0.001545,0,0,0,0,0.000000,0.000000,0.000000,0.000000
9948978,0.000002,0.000081,0.001534,0,0,0,0,0.000000,0.000000,0.000000,0.000000
9958981,0.000002,0.000013,0.001543,0,0,0,0,0.000000,0.000000,-nan,0.000000
9968978,0.000002,0.000087,0.001534,0,0,0,0,0.000000,0.000000,-nan,0.000000
9978979,0.000002,0.000065,0.001537,0,0,0,0,0.000000,0.000000,-nan,0.000000
9988981,0.000002,0.000013,0.001543,0,0,0,0,0.000000,0.000000,-nan,0.000000
9998978,0.000002,0.000016,0.001543,0,0,0,0,0.000000,0.000000,-nan,0.000000
10008982,0.000002,0.000054,0.001538,0,0,0,0,0.000000,0.000000,0.000000,0.000000
10018979,0.000002,0.000026,0.001542,0,0,0,0,0.000000,0.000000,0.000000,0.000000
10028979,0.000003,0.000377,0.001496,0,0,0,0,0.000000,0.000000,-nan,0.000000
10038981,0.000001,-0.000151,0.001565,0,0,0,0,0.000000,0.000000,0.000000,0.000000
10048979,0.000001,-0.000246,0.001578,0,0,0,0,0.000000,0.000000,-nan,0.000000
10058981,-0.000000,-0.000511,0.001612,0,0,0,0,0.000000,0.000000,0.000000,0.000000
10068979,0.000000,-0.000316,0.001587,0,0,0,0,0.000000,0.000000,-nan,0.000000
10078980,0.000000,-0.000357,0.001592,0,0,0,0,0.000000,0.000000,-nan,0.000000
10088981,0.000002,0.000108,0.001531,0,0,0,0,0.000000,0.000000,0.000000,0.000000
10098979,0.000002,0.000110,0.001531,0,0,0,0,0.000000,0.000000,0.000000,0.000000
10108981,0.000003,0.000467,0.001484,0,0,0,0,0.000000,0.000000,0.000000,0.000000
10118979,0.000003,0.000394,0.001493,0,0,0,0,0.000000,0.000000,0.000000,0.000000
10128979,0.000001,-0.000077,0.001555,0,0,0,0,0.000000,0.000000,-nan,0.000000
10157919,0.000002,0.000083,0.001534,0,0,0,0,0.000000,0.000000,-nan,0.000000
10167912,0.000001,-0.000104,0.001559,0,0,0,0,0.000000,0.000000,0.000000,0.000000
10177912,0.000002,0.000050,0.001539,0,0,0,0,0.000000,0.000000,0.000000,0.000000
10187912,0.000002,0.000080,0.001535,0,0,0,0,0.000000,0.000000,0.000000,0.000000
10197912,0.000002,0.000093,0.001533,0,0,0,0,0.000000,0.000000,0.000000,0.000000
10207912,-0.000017,-0.012198,0.001539,0,0,0,0,0.000000,0.000000,0.000000,0.000000
10217912,-0.000018,-0.012333,0.001556,0,0,0,0,0.000000,0.000000,0.000000,0.000000
10227912,0.000002,-0.000075,0.001555,0,0,0,0,0.000000,0.000000,0.000000,0.000000
10237912,0.000002,0.000102,0.001532,0,0,0,0,0.000000,0.000000,-nan,0.000000
10247912,0.000000,-0.000386,0.001596,0,0,0,0,0.000000,0.000000,0.000000,0.000000
10257912,0.000000,-0.000362,0.001593,0,0,0,0,0.000000,0.000000,0.000000,0.000000
10267912,0.000001,-0.000270,0.001581,0,0,0,0,0.000000,0.000000,0.000000,0.000000
10277912,0.000001,-0.000103,0.001559,0,0,0,0,0.000000,0.000000,-nan,0.000000
10287912,0.000003,0.000204,0.001518,0,0,0,0,0.000000,0.000000,-nan,0.000000
10297912,0.000002,0.000045,0.001539,0,0,0,0,0.000000,0.000000,-nan,0.000000
10307925,0.000001,-0.000294,0.001584,0,0,0,0,0.000000,0.000000,0.000000,0.000000
10317912,0.000002,-0.000032,0.001549,0,0,0,0,0.000000,0.000000,0.000000,0.000000
10327912,0.000003,0.000365,0.001497,0,0,0,0,0.000000,0.000000,0.000000,0.000000
10337912,0.000003,0.000174,0.001522,0,0,0,0,0.000000,0.000000,0.000000,0.000000
10347912,0.000002,0.000082,0.001534,0,0,0,0,0.000000,0.000000,0.000000,0.000000
10357912,0.000001,-0.000114,0.001560,0,0,0,0,0.000000,0.000000,0.000000,0.000000
10367912,0.000003,0.000259,0.001511,0,0,0,0,0.000000,0.000000,0.000000,0.000000
10377912,0.000003,0.000388,0.001494,0,0,0,0,0.000000,0.000000,-nan,0.000000
10387912,0.000002,-0.000076,0.001555,0,0,0,0,0.000000,0.000000,0.000000,0.000000
