time,x,y,theta,left_voltage,right_voltage,left_velocity,right_velocity,left_actual_velocity,right_actual_velocity,left_actual_voltage,right_actual_voltage
6053643,-0.000002,-0.000492,0.001112,0,0,-360,-359,0.000000,0.000000,-nan,-nan
6062954,-0.000002,-0.000492,0.001112,0,0,-360,-359,0.000000,0.000000,-nan,-nan
6072955,-0.000002,-0.000570,0.001122,0,0,-360,-359,0.000000,0.000000,-nan,-nan
6082954,-0.000002,-0.000461,0.001108,0,0,-360,-359,-11.400000,-15.400000,-nan,-nan
6092953,-0.000001,-0.000287,0.001085,0,0,-360,-359,-29.466667,-19.866667,-nan,-nan
6102953,-0.000001,-0.000259,0.001081,0,0,-360,-359,-56.733333,-31.666667,-nan,-nan
6112954,0.000000,0.000027,0.001043,0,0,-360,-359,-86.733333,-62.666667,-nan,-nan
6122954,-0.000003,-0.000828,0.001156,0,0,-360,-359,-80.400000,-60.666667,-nan,-nan
6132954,-0.000009,-0.002394,0.001362,0,0,-361,-358,-72.666667,-50.133333,-nan,-nan
6142954,-0.000015,-0.004140,0.001592,0,0,-361,-358,-94.000000,-62.400000,-nan,-nan
6152953,-0.000023,-0.005982,0.001834,0,0,-361,-358,-99.733333,-79.933333,-nan,-nan
6162953,-0.000022,-0.005745,0.001803,0,0,-361,-358,-78.600000,-70.000000,-nan,-nan
6172954,-0.000010,-0.002831,0.001420,0,0,-360,-359,-67.400000,-59.866667,-nan,-nan
6182954,0.000007,0.002022,0.000781,0,0,-360,-359,-39.066667,-33.333333,-nan,-nan
6192954,-0.000071,-0.219993,0.000040,0,0,-358,-361,-70.266667,-72.466667,-nan,-nan
6202953,-0.000059,-0.214041,-0.000744,0,0,-358,-361,-88.533333,-79.066667,-nan,-nan
6212954,0.000254,-0.520738,-0.001242,0,0,-358,-361,-100.200000,-77.533333,-nan,-nan
6222954,0.000256,-0.519256,-0.001437,0,0,-358,-361,-97.000000,-76.266667,-nan,-nan
6232954,0.000893,-0.928950,-0.001654,0,0,-358,-361,-102.666667,-81.533333,-nan,-nan
6242953,0.000895,-0.924929,-0.002183,0,0,-358,-361,-105.266667,-86.400000,-nan,-nan
6252953,0.002376,-1.475275,-0.003135,0,0,-356,-363,-102.466667,-89.066667,-nan,-nan
6262954,0.002368,-1.468592,-0.004015,0,0,-356,-363,-102.333333,-92.400000,-nan,-nan
6272954,0.004282,-1.899096,-0.004811,0,0,-355,-364,-98.666667,-94.400000,-nan,-nan
6282954,0.004267,-1.893799,-0.005508,0,0,-355,-364,-103.733333,-92.000000,-nan,-nan
6292954,0.007152,-2.382348,-0.006249,0,0,-355,-364,-115.466667,-91.333333,-nan,-nan
6302953,0.007115,-2.374010,-0.007347,0,0,-355,-364,-135.066667,-105.600000,-nan,-nan
6312953,0.012180,-3.002790,-0.008687,0,0,-352,-367,-145.000000,-118.400000,-nan,-nan
6322954,0.012088,-2.989986,-0.010372,0,0,-352,-367,-150.800000,-120.333333,-nan,-nan
