time,x,y,theta,left_voltage,right_voltage,left_velocity,right_velocity,left_actual_velocity,right_actual_velocity,left_actual_voltage,right_actual_voltage
5311255,-0.000000,-0.000027,0.001659,0,0,0,0,0.000000,0.000000,0.000000,0.000000
5320934,-0.000001,-0.000225,0.001685,0,0,0,0,0.000000,0.000000,0.000000,0.000000
5330934,-0.000002,-0.000405,0.001708,0,0,0,0,0.000000,0.000000,0.000000,0.000000
5340933,-0.000001,-0.000347,0.001701,0,0,0,0,0.000000,0.000000,0.000000,0.000000
5350933,-0.000003,-0.000776,0.001757,0,0,0,0,0.000000,0.000000,0.000000,0.000000
5360933,-0.000004,-0.000867,0.001769,0,0,0,0,0.000000,0.000000,-nan,0.000000
5370933,-0.000003,-0.000638,0.001739,0,0,0,0,0.000000,0.000000,0.000000,0.000000
5380933,-0.000004,-0.000907,0.001775,0,0,0,0,0.000000,0.000000,0.000000,0.000000
5390933,-0.000002,-0.000565,0.001730,0,0,0,0,0.000000,0.000000,0.000000,0.000000
5400932,-0.000000,-0.000056,0.001663,0,0,0,0,0.000000,0.000000,-nan,0.000000
5410932,-0.000001,-0.000166,0.001677,0,0,0,0,0.000000,0.000000,0.000000,0.000000
5420933,-0.000000,-0.000023,0.001658,0,0,0,0,0.000000,0.000000,0.000000,0.000000
5430933,-0.000001,-0.000277,0.001692,0,0,0,0,0.000000,0.000000,-nan,0.000000
5440933,-0.000002,-0.000415,0.001710,0,0,0,0,0.000000,0.000000,0.000000,0.000000
5450933,-0.000002,-0.000375,0.001705,0,0,0,0,0.000000,0.000000,-nan,0.000000
5460933,-0.000002,-0.000499,0.001721,0,0,0,0,0.000000,0.000000,0.000000,0.000000
5470934,-0.000004,-0.001021,0.001790,0,0,0,0,0.000000,0.000000,0.000000,0.000000
5480933,-0.000004,-0.001051,0.001793,0,0,0,0,0.000000,0.000000,-nan,0.000000
5490934,-0.000003,-0.000725,0.001751,0,0,0,0,0.000000,0.000000,-nan,0.000000
5500932,-0.000003,-0.000823,0.001764,0,0,0,0,0.000000,0.000000,0.000000,0.000000
5510932,-0.000001,-0.000281,0.001692,0,0,0,0,0.000000,0.000000,-nan,0.000000
