volt,velo
-887.0,-85.0
-739.0,-68.4
-2513.0,-67.8
-7090.0,-186.4
-7028.0,-73.4
-6061.0,-61.4
-7829.0,-169.4
-7521.0,-139.6
-7004.0,-140.0
-8365.0,-215.8
-8334.0,-205.0
-4293.0,-105.8
-2033.0,-118.8
-1226.0,-98.8
-850.0,-73.4
-739.0,-53.0
-641.0,-45.4
-554.0,-36.8
-727.0,-54.6
-721.0,-55.2
-653.0,-46.6
-437.0,-35.4
-191.0,-21.2
-2470.0,-38.6
-5150.0,-221.8
-5914.0,-121.2
-5957.0,-70.6
-4275.0,-38.8
326.0,28.6
5914.0,235.8
8821.0,239.0
8778.0,249.4
7380.0,116.6
6388.0,40.6
6068.0,34.6
7281.0,137.8
7392.0,141.2
7651.0,149.0
7761.0,172.6
7404.0,163.4
8304.0,212.6
5008.0,105.6
2784.0,102.4
745.0,51.0
55.0,34.4
370.0,30.0
721.0,46.0
721.0,52.6
708.0,49.2
474.0,34.2
222.0,24.8
80.0,24.8
-3142.0,-77.4
-7521.0,-217.0
-7860.0,-150.2
-7115.0,-133.2
-6696.0,-122.6
-7644.0,-160.6
-7651.0,-185.8
-8113.0,-218.0
-8297.0,-234.2
-8839.0,-220.0
-2895.0,-87.6
-2784.0,-165.6
-1694.0,-119.6
-955.0,-73.8
-142.0,-63.4
-31.0,-62.8
-721.0,-33.8
-961.0,-92.8
-801.0,-75.0
-653.0,-51.0
-2070.0,-36.0
-7805.0,-256.6
-2741.0,-119.4
-5587.0,-108.4
-6739.0,-99.0
-7035.0,-168.0
-7595.0,-128.0
-8057.0,-212.4
-8248.0,-223.4
-8975.0,-251.4
-9043.0,-269.4
-9215.0,-282.8
-9486.0,-287.2
-9542.0,-304.4
-9751.0,-326.4
-9868.0,-349.8
-9948.0,-365.0
-9979.0,-359.0
-10170.0,-421.0
-10182.0,-384.0
-10632.0,-426.8
-10780.0,-429.2
-10866.0,-416.2
-10965.0,-444.8
-11014.0,-443.4
-11014.0,-450.8
-11039.0,-434.2
-11094.0,-469.2
-11032.0,-436.4
-11076.0,-456.2
-11119.0,-459.6
-11076.0,-450.2
-11156.0,-460.6
-11162.0,-473.8
-11094.0,-449.0
-10798.0,-458.0
-10558.0,-454.6
-10724.0,-448.6
-10306.0,-459.6
-9991.0,-429.0
-10188.0,-465.0
-10213.0,-431.0
-10176.0,-414.8
-10108.0,-439.0
-9486.0,-399.4
-8655.0,-400.8
-9154.0,-411.8
-8538.0,-395.6
-8316.0,-373.2
-8279.0,-385.8
-8341.0,-405.0
-8519.0,-387.2
-8944.0,-398.8
-9246.0,-394.4
-9443.0,-405.2
-7607.0,-361.0
-9585.0,-455.2
-9948.0,-380.4
-10115.0,-389.6
-10188.0,-405.4
-10188.0,-398.2
-10034.0,-370.0
-10256.0,-406.4
-10312.0,-416.8
-10213.0,-432.0
-7558.0,-374.2
-5433.0,-319.4
-3992.0,-258.0
-3400.0,-249.2
1947.0,-98.8
4842.0,-52.2
5784.0,-52.2
5636.0,-45.4
5784.0,-45.4
5889.0,-33.6
5981.0,19.6
5606.0,19.6
6197.0,41.0
7047.0,87.0
7004.0,115.2
8057.0,219.2
8661.0,264.0
8981.0,267.0
8944.0,240.6
5723.0,185.6
2895.0,130.4
1072.0,80.2
721.0,47.8
727.0,43.0
1029.0,99.0
1583.0,139.2
-1404.0,106.0
-4337.0,-69.8
-7761.0,-114.4
-6098.0,-45.0
-7065.0,-77.2
-6480.0,-79.6
-7497.0,-148.4
-8106.0,-200.2
-8273.0,-221.4
-8667.0,-227.6
-8495.0,-237.8
-8846.0,-243.2
-8950.0,-253.8
-9209.0,-262.4
-9265.0,-289.2
-9560.0,-329.6
-9628.0,-322.0
-9714.0,-349.2
-6480.0,-218.0
-4484.0,-232.8
-2267.0,-135.8
-1195.0,-90.6
-899.0,-78.6
-1577.0,-139.8
-2636.0,-154.2
-6394.0,-318.6
-9573.0,-416.0
-9646.0,-302.0
-9024.0,-278.2
-3825.0,-129.2
788.0,-51.8
2710.0,48.6
7336.0,136.0
7244.0,131.2
6382.0,68.6
5655.0,68.6
5593.0,20.2
7453.0,129.0
7688.0,143.2
7792.0,142.0
7996.0,158.4
8285.0,201.4
8365.0,208.0
7934.0,188.4
8630.0,248.0
9012.0,245.6
9129.0,280.6
9406.0,288.2
4029.0,150.2
2224.0,146.2
1817.0,141.4
1756.0,145.8
2242.0,170.6
1922.0,151.8
1675.0,137.8
1669.0,135.2
1602.0,131.8
1466.0,137.6
1331.0,117.4
1189.0,103.0
862.0,76.4
376.0,51.0
25.0,51.0
6.0,51.6
-0.0,51.6
6.0,42.0
-1860.0,-81.0
-6530.0,-264.6
-3222.0,-143.2
-4447.0,-85.6
-7891.0,-121.2
-7601.0,-160.2
-7090.0,-113.6
-8199.0,-201.2
-2433.0,-117.4
-302.0,-117.4
-68.0,-40.2
-647.0,-23.6
-967.0,-92.2
-1682.0,-100.8
-5704.0,-251.8
-9560.0,-301.8
-8568.0,-165.8
-6702.0,-74.2
-7534.0,-143.2
-7669.0,-135.4
-7946.0,-177.0
-7940.0,-165.0
-8445.0,-229.4
-8950.0,-263.0
-9067.0,-274.0
-9369.0,-307.2
-9548.0,-324.0
-9622.0,-326.2
-9677.0,-328.8
-9819.0,-344.8
-9924.0,-378.8
-10010.0,-381.6
-10090.0,-403.0
-10195.0,-381.8
-10244.0,-424.2
-10269.0,-391.8
-10299.0,-432.6
-10361.0,-423.8
-10398.0,-418.8
-10429.0,-428.2
-10681.0,-448.6
-10780.0,-449.2
-11032.0,-463.0
-11076.0,-461.8
-11076.0,-458.8
-11112.0,-473.0
-11131.0,-481.6
-11100.0,-474.0
-11137.0,-463.4
-11131.0,-488.6
-11156.0,-505.6
-11174.0,-462.8
-11186.0,-492.8
-11199.0,-503.8
-11174.0,-475.8
-11174.0,-490.4
-11156.0,-486.6
-11137.0,-470.8
-11143.0,-487.0
-11100.0,-446.0
-11131.0,-485.0
-11094.0,-458.6
-11100.0,-450.0
-11143.0,-487.2
-11076.0,-445.6
-11088.0,-450.6
-11125.0,-488.2
-11094.0,-457.2
-11100.0,-472.4
-10737.0,-460.4
-10373.0,-432.2
-10509.0,-478.4
-10004.0,-448.0
-10041.0,-457.4
-9985.0,-428.4
-9985.0,-418.6
-9948.0,-420.0
-10620.0,-430.6
-10854.0,-455.6
-10977.0,-445.6
-11020.0,-454.4
-10995.0,-454.6
-10989.0,-444.8
-11032.0,-462.6
-11039.0,-457.6
-11125.0,-467.4
-11094.0,-452.2
-10644.0,-434.8
-10429.0,-461.0
-10410.0,-431.4
-9936.0,-424.4
-9942.0,-442.8
-10010.0,-410.2
-10078.0,-432.8
-10078.0,-422.6
-10176.0,-429.6
-10244.0,-437.0
-10330.0,-445.4
-10367.0,-436.2
-10392.0,-434.6
-10447.0,-448.2
-10379.0,-426.6
-8710.0,-414.0
-6369.0,-363.6
-4903.0,-321.8
-4201.0,-280.4
-3856.0,-274.2
-3992.0,-294.2
-4293.0,-312.6
-4361.0,-301.6
-4232.0,-300.2
-4226.0,-295.6
-4010.0,-278.2
-3671.0,-257.0
-3369.0,-238.0
-5180.0,-272.0
-9523.0,-474.4
-10484.0,-365.2
-10225.0,-358.0
-9942.0,-300.8
-10071.0,-354.0
-10158.0,-342.6
-10158.0,-373.2
-10262.0,-376.8
-10342.0,-403.6
-10367.0,-411.4
-10435.0,-422.4
-10404.0,-393.2
-10466.0,-441.8
-6376.0,-320.8
-3659.0,-234.4
-3098.0,-226.4
-561.0,-170.6
3129.0,-27.6
7072.0,46.6
5612.0,46.6
5821.0,46.6
5803.0,63.2
4571.0,57.2
5039.0,57.2
4866.0,16.6
6930.0,76.2
1263.0,23.8
-3123.0,-84.0
-7201.0,-299.8
-7915.0,-192.0
-8827.0,-234.8
-8895.0,-256.8
-9104.0,-221.6
-8649.0,-222.8
-7872.0,-160.6
-7552.0,-143.8
-7842.0,-155.0
-7879.0,-156.6
-8069.0,-178.4
-8439.0,-222.8
-8704.0,-223.0
-8636.0,-227.2
-8993.0,-261.8
-8987.0,-255.0
-9215.0,-267.6
-9412.0,-311.6
-9443.0,-289.6
-9511.0,-297.6
-9554.0,-322.0
-9634.0,-337.8
-9696.0,-347.6
-9751.0,-328.6
-9813.0,-377.0
-9850.0,-346.6
-9930.0,-388.6
-9991.0,-381.0
-10047.0,-420.0
-10084.0,-393.6
-10158.0,-401.8
-10096.0,-407.6
-10207.0,-414.8
-10225.0,-432.0
-10262.0,-443.6
-10256.0,-418.8
-10287.0,-422.8
-10336.0,-451.0
-10262.0,-408.8
-10324.0,-454.2
-10306.0,-443.4
-10299.0,-435.6
-10318.0,-459.4
-10306.0,-433.6
-10361.0,-443.4
-10379.0,-475.8
-10330.0,-433.6
-10373.0,-466.6
-10423.0,-468.4
-10410.0,-455.4
-10447.0,-480.0
-10527.0,-477.8
-10490.0,-479.0
-7324.0,-387.0
-4897.0,-322.4
-4367.0,-308.0
-4281.0,-267.8
-6456.0,-346.4
-10047.0,-518.0
-10638.0,-547.8
-9702.0,-366.6
-9609.0,-316.2
-9640.0,-329.4
-9622.0,-348.0
-9548.0,-339.6
-9603.0,-364.8
-9677.0,-368.2
-9696.0,-372.6
-9714.0,-375.4
-4115.0,-210.8
-1306.0,-86.4
-1762.0,-167.6
-3203.0,-244.8
-3179.0,-237.6
-2951.0,-218.8
-2858.0,-216.6
-2846.0,-218.8
-2760.0,-213.2
-2519.0,-189.2
-2261.0,-174.4
-1971.0,-154.2
-1583.0,-124.6
-1269.0,-107.4
-1189.0,-103.6
-1127.0,-105.6
-1121.0,-106.8
-1023.0,-82.0
-936.0,-66.4
-4829.0,-202.8
-9314.0,-438.8
-9961.0,-235.8
-9542.0,-233.8
-8747.0,-215.4
-8667.0,-237.6
-9123.0,-251.0
-9936.0,-287.8
-9634.0,-305.6
-10336.0,-352.2
-10435.0,-330.8
-10490.0,-354.2
-10626.0,-377.4
-10620.0,-377.6
-10724.0,-386.6
-10798.0,-424.4
-10835.0,-420.4
-10835.0,-429.4
-10829.0,-404.8
-10885.0,-438.2
-10817.0,-394.2
-10891.0,-442.2
-10958.0,-446.8
-10878.0,-410.2
-11014.0,-468.4
-10977.0,-442.8
-11008.0,-442.0
-10983.0,-442.2
-4423.0,-270.2
-1614.0,-134.2
-1639.0,-145.8
-2840.0,-227.6
-3382.0,-258.6
-3696.0,-271.8
-3573.0,-256.0
-3302.0,-244.6
-3000.0,-217.0
-2692.0,-198.0
-2433.0,-182.8
-2020.0,-153.8
-1331.0,-109.0
-986.0,-87.8
-813.0,-75.4
-739.0,-66.2
-1029.0,-105.2
-1417.0,-129.4
-1300.0,-112.0
-979.0,-94.6
-788.0,-68.8
-721.0,-50.8
-536.0,-41.4
-363.0,-29.2
-240.0,-20.0
-49.0,-20.0
-12.0,-20.0
-12.0,-19.6
-6.0,-19.6
-0.0,-16.0
-6.0,-24.8
-6.0,-24.8
-0.0,0.0
-0.0,0.0
-6.0,0.0
-0.0,0.0
-6.0,0.0
-6.0,0.0
-3647.0,-23.8
-8772.0,-357.2
-9375.0,-185.6
-8248.0,-177.4
-7127.0,-162.8
-9043.0,-236.6
-8753.0,-204.6
-8913.0,-232.4
-9677.0,-263.2
-9911.0,-315.6
-10188.0,-333.6
-10213.0,-313.8
-10287.0,-345.4
-10435.0,-328.2
-10490.0,-372.6
-10583.0,-358.0
-10657.0,-382.6
-10700.0,-394.4
-10724.0,-406.8
-10755.0,-388.8
-10447.0,-428.4
-10238.0,-385.2
-10404.0,-419.4
-9887.0,-387.6
-9733.0,-422.0
-9794.0,-382.4
-9837.0,-390.0
-9887.0,-398.6
-9998.0,-389.2
-10102.0,-425.6
-10238.0,-421.2
-10238.0,-415.6
-10262.0,-419.8
-10281.0,-436.4
-10287.0,-408.8
-10373.0,-432.4
-8032.0,-349.8
-6031.0,-353.4
-4608.0,-305.6
-4103.0,-274.4
-3764.0,-265.6
-3487.0,-258.4
-3345.0,-262.6
-2920.0,-248.0
-3825.0,-250.4
-9228.0,-460.8
-10737.0,-536.0
-10238.0,-305.2
-9831.0,-292.0
-10096.0,-329.2
-10441.0,-371.6
-10540.0,-350.6
-10601.0,-384.8
-10700.0,-382.2
-10786.0,-430.6
-10811.0,-393.6
-10885.0,-449.8
-10952.0,-430.6
-10965.0,-446.8
-10977.0,-458.6
-11008.0,-443.4
-10496.0,-451.2
-10601.0,-435.4
-10460.0,-458.6
-10078.0,-428.8
-10182.0,-459.2
-10318.0,-461.4
-10349.0,-441.8
-10379.0,-468.4
-10355.0,-438.2
-7798.0,-403.2
-6813.0,-409.2
-5809.0,-385.8
-4959.0,-321.6
-4133.0,-279.2
-813.0,-173.8
1910.0,-55.4
3234.0,-44.6
3831.0,-42.6
3320.0,-42.6
4337.0,-34.6
4367.0,-41.2
4429.0,-41.2
4540.0,52.8
5144.0,101.4
5254.0,113.0
6339.0,144.0
7583.0,201.0
7706.0,192.0
3776.0,131.2
1546.0,46.2
1472.0,68.6
992.0,83.0
979.0,93.2
1066.0,102.6
-2532.0,25.4
-6505.0,-92.4
-2852.0,-93.0
-6080.0,-63.0
-7127.0,-133.4
-7373.0,-132.6
-7644.0,-136.0
-8883.0,-221.6
-8827.0,-221.8
-9234.0,-251.8
-9412.0,-255.6
-9554.0,-259.0
-9628.0,-295.4
-10059.0,-327.2
-10004.0,-302.8
-10318.0,-340.6
-10355.0,-307.4
-10330.0,-358.0
-10441.0,-341.6
-10398.0,-372.2
-10232.0,-377.0
-10262.0,-381.8
-10287.0,-385.6
-9880.0,-348.8
-9720.0,-377.0
-9591.0,-363.8
-9720.0,-379.6
-9807.0,-380.6
-9899.0,-375.0
-9942.0,-396.0
-7712.0,-348.4
-7478.0,-360.8
-6554.0,-353.2
-6135.0,-344.0
-5926.0,-340.0
-5833.0,-324.8
-5877.0,-343.4
-5883.0,-328.6
-5889.0,-328.0
-5901.0,-329.4
-5889.0,-319.0
-5815.0,-290.4
-5753.0,-257.8
-5686.0,-248.2
-5741.0,-239.8
-5723.0,-229.4
-5753.0,-247.0
-5907.0,-238.2
-6000.0,-237.6
-5026.0,-206.6
-2476.0,-140.2
-499.0,-90.0
2328.0,-19.0
3887.0,48.0
4392.0,48.0
3788.0,48.0
4755.0,40.4
4823.0,40.4
4848.0,23.4
4940.0,55.2
4916.0,76.0
4903.0,81.4
4916.0,94.6
4891.0,93.6
4909.0,104.8
4928.0,106.6
4854.0,112.8
4571.0,119.4
4491.0,121.6
524.0,119.6
-5045.0,-179.0
-6825.0,-157.0
-4860.0,-106.4
-6887.0,-28.6
-7638.0,-121.6
-5371.0,-81.8
-3795.0,-79.8
-6659.0,-253.2
-9486.0,-226.0
-9024.0,-240.2
-9135.0,-229.8
-9172.0,-236.6
-9006.0,-237.0
-9363.0,-255.2
-9437.0,-267.0
-9135.0,-255.8
-9431.0,-275.6
-9449.0,-268.2
-10041.0,-305.8
-10084.0,-303.8
-9628.0,-304.2
-10195.0,-318.2
-10299.0,-335.8
-10330.0,-341.6
-4090.0,-175.4
-4792.0,-206.2
-7749.0,-403.2
-8371.0,-423.0
-8119.0,-276.2
-8217.0,-271.4
-8242.0,-284.4
-8242.0,-290.4
-4774.0,-204.8
-2926.0,-160.6
-918.0,-110.2
2495.0,-26.8
3160.0,-26.8
3209.0,-16.6
3240.0,0.0
3252.0,0.0
2445.0,35.6
142.0,0.0
-3758.0,-144.8
-7891.0,-325.4
-4762.0,-160.8
-7589.0,-198.6
-7072.0,-62.6
-4848.0,-156.2
-7047.0,-101.8
-8895.0,-209.4
-8173.0,-186.4
-5193.0,-140.6
-7047.0,-238.2
-8082.0,-248.0
-6517.0,-215.6
-5365.0,-205.0
-5285.0,-257.0
-6246.0,-276.8
-6690.0,-292.8
-7835.0,-304.8
-9184.0,-327.6
-9505.0,-324.6
-9573.0,-333.4
-9591.0,-341.0
-9671.0,-368.0
-7607.0,-332.8
-8310.0,-381.4
-8384.0,-361.2
-10096.0,-447.4
-7842.0,-339.4
-7725.0,-383.4
-10195.0,-425.6
-10410.0,-422.8
-10330.0,-413.2
-10410.0,-422.8
-10441.0,-429.8
-10416.0,-406.4
-10496.0,-454.2
-10509.0,-432.0
-10595.0,-450.4
-9455.0,-442.4
-7170.0,-395.0
-5150.0,-330.2
-4552.0,-313.4
-4238.0,-306.0
-4497.0,-337.4
-4866.0,-335.0
-4811.0,-354.8
-4657.0,-327.8
-4454.0,-326.8
-4207.0,-294.2
-3998.0,-276.8
-3745.0,-274.8
-3511.0,-257.0
-3326.0,-243.6
-3209.0,-235.2
-3061.0,-226.4
-2938.0,-227.0
-2778.0,-206.0
-2544.0,-200.2
-2279.0,-178.8
-2101.0,-165.8
-1910.0,-151.4
-1793.0,-143.4
-1250.0,-114.6
-3653.0,-111.8
-8587.0,-396.6
-10232.0,-343.0
-9905.0,-290.4
-9819.0,-286.2
-9874.0,-301.6
-9831.0,-288.8
-9634.0,-261.0
-9844.0,-324.0
-9954.0,-311.4
-10010.0,-340.4
-10090.0,-368.4
-10090.0,-367.6
-10219.0,-388.4
-10238.0,-395.4
-10318.0,-405.4
-10373.0,-418.0
-10460.0,-422.8
-10472.0,-429.4
-10490.0,-419.4
-10564.0,-463.2
-10614.0,-433.2
-7885.0,-400.8
-6733.0,-391.4
-2926.0,-283.8
-1521.0,-141.2
-1768.0,-144.0
-2396.0,-213.4
-3647.0,-287.4
-3967.0,-290.6
-3862.0,-288.0
-3647.0,-258.2
-3320.0,-238.2
-3006.0,-226.0
-2717.0,-197.6
-2606.0,-179.6
-5778.0,-266.4
-9850.0,-438.4
-10164.0,-284.6
-9967.0,-296.8
-9831.0,-296.2
-9973.0,-316.2
-9985.0,-323.2
-10065.0,-360.4
-10219.0,-371.8
-10262.0,-397.2
-10287.0,-384.6
-10349.0,-418.4
-10361.0,-398.2
-10441.0,-440.2
-10620.0,-417.8
-10724.0,-449.4
-10823.0,-460.8
-10823.0,-435.8
-10965.0,-477.2
-11088.0,-482.4
-11193.0,-481.6
-11180.0,-487.6
-11149.0,-478.8
-11193.0,-498.8
-11149.0,-476.6
-11100.0,-456.6
-11162.0,-488.8
-11082.0,-460.2
-11069.0,-451.6
-11088.0,-460.6
-11069.0,-452.4
-11112.0,-453.2
-11100.0,-465.6
-11082.0,-435.8
-10872.0,-459.8
-10453.0,-445.2
-10657.0,-452.4
-10392.0,-467.4
-9899.0,-425.4
-10121.0,-468.6
-10139.0,-430.4
-10047.0,-399.8
-10108.0,-441.4
-10262.0,-426.0
-10355.0,-430.4
-10361.0,-448.2
-7928.0,-345.2
-6480.0,-337.2
-5519.0,-336.8
-4638.0,-316.6
-4053.0,-277.4
-3708.0,-267.4
-3758.0,-277.4
-4263.0,-316.4
-4509.0,-332.4
-4275.0,-302.2
-3998.0,-291.6
-3659.0,-265.8
-3406.0,-237.8
-3086.0,-225.4
-2889.0,-213.4
-2772.0,-205.0
-2809.0,-215.2
-2698.0,-200.6
-2507.0,-186.0
-2261.0,-173.2
-1983.0,-151.0
-1700.0,-133.0
-1441.0,-116.2
-1257.0,-107.0
-1035.0,-92.0
-899.0,-83.6
-795.0,-73.4
-733.0,-64.6
-721.0,-55.4
-665.0,-45.8
-431.0,-31.2
-253.0,-23.2
-31.0,-23.2
-12.0,-23.2
-12.0,-23.2
12.0,-23.2
25.0,-19.8
-0.0,-27.4
-6.0,-27.4
-6.0,0.0
-6.0,0.0
-0.0,0.0
-12.0,0.0
-0.0,0.0
-6.0,0.0
-0.0,0.0
-6.0,0.0
-6.0,0.0
-6.0,0.0
-6.0,0.0
-0.0,0.0
-0.0,0.0
-6.0,0.0
-0.0,0.0
-12.0,0.0
-0.0,0.0
-6.0,0.0
-12.0,0.0
-6.0,0.0
-0.0,0.0
-0.0,46.4
-0.0,46.4
-0.0,46.4
-0.0,46.4
-6.0,46.4
-6.0,46.4
-6.0,46.4
-0.0,0.0
-6.0,0.0
-0.0,0.0
-6.0,0.0
-6.0,0.0
-6.0,0.0
-0.0,0.0
-6.0,0.0
-6.0,0.0
-0.0,0.0
-6.0,0.0
-6.0,0.0
-955.0,-18.0
-4546.0,-69.8
-8377.0,-151.4
-8390.0,-174.0
-7885.0,-148.0
-8993.0,-258.4
-9000.0,-223.0
-8655.0,-200.4
-9024.0,-239.0
-9240.0,-272.0
-9683.0,-291.8
-9893.0,-313.4
-9862.0,-326.6
-10164.0,-336.8
-10435.0,-369.6
-10558.0,-355.6
-10620.0,-381.6
-10657.0,-370.4
-10743.0,-413.0
-10731.0,-374.4
-10811.0,-423.0
-10225.0,-389.4
-10404.0,-428.4
-10262.0,-406.0
-9868.0,-404.6
-9899.0,-402.8
-8618.0,-374.2
-9585.0,-444.4
-6548.0,-311.8
-3788.0,-251.0
-3228.0,-227.6
-2975.0,-223.2
-3493.0,-270.4
-3782.0,-276.6
-3875.0,-283.2
-3714.0,-264.4
-3468.0,-258.6
-3191.0,-230.8
-2883.0,-208.8
-2877.0,-187.4
-7737.0,-369.6
-10275.0,-456.2
-10219.0,-329.4
-9893.0,-277.0
-9844.0,-296.8
-10225.0,-320.6
-10429.0,-349.2
-10503.0,-344.4
-10687.0,-394.8
-10731.0,-394.6
-10786.0,-397.6
-10854.0,-447.0
-10891.0,-429.2
-10995.0,-451.4
-11039.0,-450.2
-11026.0,-453.2
-11014.0,-424.4
-11051.0,-464.8
-11026.0,-455.0
-11045.0,-442.2
-11069.0,-465.2
-11002.0,-428.4
-11069.0,-456.8
-11051.0,-452.4
-11026.0,-429.8
-11076.0,-466.6
-11008.0,-439.2
-11051.0,-434.2
-11032.0,-454.2
-11014.0,-437.2
-11026.0,-453.4
-11032.0,-451.4
-11008.0,-440.8
-11020.0,-448.8
-11039.0,-437.6
-11063.0,-456.4
-11045.0,-458.2
-11026.0,-426.4
-11045.0,-459.0
-11020.0,-443.4
-11002.0,-448.8
-11002.0,-441.2
-11051.0,-455.0
-10989.0,-435.6
-11002.0,-442.2
-11026.0,-446.8
-11008.0,-438.2
-11051.0,-444.4
-11002.0,-438.4
-10983.0,-418.8
-11014.0,-460.6
-10774.0,-403.8
-10515.0,-404.6
-10404.0,-421.0
-9807.0,-385.0
-9856.0,-381.2
-9807.0,-395.6
-9677.0,-366.0
-9646.0,-360.4
-9720.0,-378.8
-8858.0,-359.4
-6234.0,-293.6
-3942.0,-256.8
-3406.0,-247.2
-2969.0,-214.8
-2797.0,-201.0
-3222.0,-259.0
-3868.0,-290.2
-3973.0,-280.4
-3665.0,-263.0
-3388.0,-242.2
-2981.0,-216.2
-2538.0,-187.4
-2020.0,-148.2
-1583.0,-125.0
-1423.0,-122.6
-2692.0,-174.2
-3782.0,-220.8
-5920.0,-283.4
