volt,velo
-4466.0,-272.0
-3289.0,-221.0
-2852.0,-211.2
-3166.0,-240.6
-4355.0,-333.8
-4823.0,-340.4
-4614.0,-321.0
-4355.0,-301.2
-3807.0,-262.8
-2969.0,-207.8
-2372.0,-169.4
-2045.0,-158.2
-2445.0,-155.0
-5698.0,-273.4
-9683.0,-494.0
-10718.0,-516.8
-10108.0,-281.8
-9086.0,-235.4
-9807.0,-337.8
-10004.0,-344.8
-9998.0,-338.6
-9973.0,-352.4
-7632.0,-318.2
-7466.0,-348.6
-8538.0,-447.2
-8402.0,-383.2
-8230.0,-381.0
-8230.0,-398.0
-8341.0,-398.4
-8464.0,-388.0
-8790.0,-397.8
-9258.0,-424.8
-8858.0,-397.8
-9197.0,-410.6
-9856.0,-431.2
-9973.0,-422.0
-10034.0,-421.0
-10188.0,-442.6
-10127.0,-433.8
-10127.0,-435.0
-10071.0,-453.2
-10102.0,-432.8
-10053.0,-436.8
-8624.0,-396.2
-6123.0,-336.4
-4343.0,-283.4
-3671.0,-255.0
326.0,-144.0
5298.0,-127.6
5692.0,-127.6
5556.0,-130.8
5636.0,-130.8
5784.0,-106.8
5716.0,971.8
5809.0,971.8
6449.0,51.8
7004.0,123.4
8304.0,233.0
8568.0,196.0
8599.0,245.8
9086.0,254.4
9117.0,280.0
5415.0,175.0
2630.0,114.6
998.0,68.8
727.0,47.8
739.0,46.8
2230.0,198.2
2895.0,215.8
2994.0,204.6
6511.0,305.6
9499.0,465.8
9412.0,249.4
8464.0,115.0
7244.0,198.0
8913.0,268.2
8981.0,230.6
8476.0,235.4
9111.0,303.4
9314.0,315.8
9388.0,328.4
9462.0,341.4
9548.0,357.8
9616.0,368.8
9640.0,343.2
9702.0,351.6
9819.0,382.6
7226.0,333.4
5187.0,298.0
3308.0,211.4
2470.0,174.0
2088.0,174.0
2261.0,181.2
-1053.0,118.8
-3924.0,15.8
-3283.0,-24.4
-6591.0,-24.4
-5883.0,-18.0
-4478.0,-44.6
-2162.0,-61.4
-3511.0,-29.6
-7903.0,-317.6
-8957.0,-235.2
-8716.0,-205.4
-8975.0,-245.6
-8815.0,-249.6
-9037.0,-254.8
-9123.0,-273.4
-9209.0,-285.0
-9301.0,-322.8
-9400.0,-311.0
-9419.0,-338.8
-9480.0,-323.8
-9529.0,-347.4
-9536.0,-347.4
-9591.0,-361.6
-9665.0,-372.8
-7392.0,-316.2
-5076.0,-292.0
-3443.0,-228.6
-2710.0,-193.2
-2396.0,-191.6
-2421.0,-184.4
-3098.0,-245.8
-3647.0,-267.8
-3616.0,-243.2
-3271.0,-229.2
-2458.0,-172.2
-1411.0,-103.2
-875.0,-72.6
-752.0,-56.0
-610.0,-44.8
-647.0,-40.6
-733.0,-61.0
-733.0,-60.4
3326.0,25.8
7546.0,185.4
2723.0,35.2
5815.0,33.4
8285.0,185.4
7380.0,119.6
7829.0,157.8
8396.0,231.8
2563.0,94.8
388.0,47.2
55.0,47.2
86.0,31.6
690.0,23.4
-1195.0,70.2
-5532.0,-0.0
-2193.0,-22.2
-5544.0,-12.4
-8242.0,-189.6
-7571.0,-91.6
-7885.0,-172.4
-8439.0,-186.2
-8667.0,-190.8
-8630.0,-217.0
-8889.0,-264.6
-9289.0,-302.6
-9443.0,-308.2
-9573.0,-330.8
-9659.0,-343.2
-9696.0,-349.2
-9862.0,-374.8
-9954.0,-385.8
-10028.0,-390.8
-10127.0,-414.2
-10244.0,-419.2
-10275.0,-443.0
-10312.0,-440.8
-10336.0,-435.0
-10386.0,-450.2
-10423.0,-443.6
-10472.0,-450.4
-8685.0,-433.0
-8735.0,-435.4
-6825.0,-395.2
-4953.0,-319.0
-4183.0,-277.0
-3745.0,-277.4
-3634.0,-269.4
-4959.0,-379.8
-5550.0,-391.4
-5396.0,-358.8
-5057.0,-343.8
-4645.0,-323.2
-3819.0,-256.4
-3166.0,-220.6
-2827.0,-197.8
-2581.0,-191.0
-2920.0,-225.8
-3548.0,-261.4
-3443.0,-248.0
-3240.0,-230.2
-2938.0,-211.2
-2661.0,-197.6
-2427.0,-178.4
-2057.0,-155.6
-1749.0,-140.4
-1485.0,-123.6
-1324.0,-113.2
-1355.0,-114.8
-844.0,-93.4
-4571.0,-177.4
-9147.0,-429.8
-10287.0,-402.0
-9745.0,-220.4
-8002.0,-173.0
-8722.0,-232.6
-9634.0,-318.6
-9751.0,-299.2
-5532.0,-206.6
-2864.0,-164.2
-1324.0,-100.0
-1189.0,-103.8
-2064.0,-179.0
-3788.0,-308.8
-4337.0,-296.4
-3973.0,-269.4
-2852.0,-201.8
-2304.0,-141.4
-5550.0,-220.6
-9653.0,-463.8
-10336.0,-430.6
-9659.0,-222.8
-8488.0,-224.4
-9696.0,-323.6
-9924.0,-343.0
-9936.0,-344.0
-10004.0,-358.0
-10176.0,-402.6
-10262.0,-405.2
-10342.0,-427.8
-10386.0,-435.6
-10429.0,-449.0
-10416.0,-463.0
-10663.0,-476.2
-11057.0,-472.0
-11186.0,-484.8
-11199.0,-498.8
-11199.0,-492.0
-11236.0,-506.4
-11242.0,-512.6
-11297.0,-526.2
-11390.0,-513.8
-11377.0,-515.2
-11310.0,-513.4
-11260.0,-503.2
-11273.0,-499.0
-11193.0,-506.0
-10755.0,-506.4
-10774.0,-517.4
-10478.0,-492.6
-10287.0,-500.6
-10367.0,-502.4
-10379.0,-490.4
-10349.0,-474.0
-10423.0,-481.8
-10453.0,-479.0
-10490.0,-469.6
-10533.0,-477.6
-10521.0,-492.6
-10589.0,-488.2
-11082.0,-497.6
-11266.0,-506.2
-11254.0,-502.2
-11186.0,-506.0
-9098.0,-438.0
-9178.0,-458.8
-10478.0,-517.2
-10521.0,-490.0
-10466.0,-468.0
-10379.0,-465.0
-10379.0,-448.8
-8384.0,-398.8
-7558.0,-381.2
-6111.0,-356.6
-419.0,-173.4
5384.0,123.4
2593.0,28.6
4275.0,-57.4
5994.0,-14.6
5612.0,-14.6
5723.0,-8.4
6314.0,41.0
7848.0,184.6
7891.0,170.8
8082.0,196.8
8704.0,230.0
8445.0,214.8
8698.0,233.0
8907.0,255.6
9117.0,280.8
9240.0,285.6
9357.0,293.2
9412.0,300.0
9492.0,328.6
9573.0,340.6
9566.0,314.8
9671.0,348.6
9763.0,352.8
9763.0,339.2
9807.0,344.4
9874.0,375.6
9936.0,375.2
9979.0,370.4
10016.0,383.8
10090.0,407.2
10115.0,396.4
10053.0,373.8
10164.0,402.4
10201.0,394.4
10182.0,397.4
10232.0,415.4
10262.0,417.0
10287.0,420.0
10275.0,401.8
10244.0,405.0
10250.0,398.6
10207.0,391.4
10281.0,412.2
10232.0,394.6
10299.0,415.2
10330.0,414.6
10244.0,384.6
10293.0,407.6
10336.0,407.4
10312.0,409.2
10373.0,427.6
10466.0,434.6
10429.0,421.8
5593.0,275.4
3677.0,223.0
2723.0,188.4
-788.0,129.2
-5458.0,-43.6
-2137.0,-0.0
-4355.0,20.8
-7959.0,-51.4
-4854.0,-26.0
-6092.0,-24.2
-6486.0,-26.0
-8013.0,-197.8
-8347.0,-193.6
-8747.0,-237.4
-9283.0,-276.2
-9480.0,-278.8
-10096.0,-339.8
-10324.0,-329.0
-10410.0,-353.0
-10577.0,-363.2
-10687.0,-396.0
-10743.0,-403.8
-10811.0,-430.0
-10891.0,-425.2
-10971.0,-432.2
-10965.0,-445.2
-11008.0,-454.8
-11026.0,-456.4
-11076.0,-469.6
-11131.0,-487.2
-11119.0,-470.4
-11137.0,-465.6
-11100.0,-475.6
-11094.0,-457.4
-11131.0,-470.4
-8513.0,-404.6
-7897.0,-421.8
-10034.0,-526.0
-10084.0,-473.6
-10096.0,-447.4
-8088.0,-384.0
-5661.0,-318.4
-4263.0,-280.2
-3745.0,-254.0
-3413.0,-248.8
-3308.0,-248.4
-4398.0,-337.8
-5014.0,-340.2
-4854.0,-347.0
-4146.0,-274.0
-3246.0,-219.6
-2760.0,-194.6
-2433.0,-182.6
-2236.0,-172.2
-2415.0,-186.4
-2624.0,-203.4
-2790.0,-210.2
-2704.0,-200.2
-2476.0,-176.8
-2230.0,-165.8
-2027.0,-156.2
-1842.0,-146.4
-1448.0,-122.2
-5341.0,-220.2
-9917.0,-488.8
-11020.0,-456.4
-10201.0,-214.8
-8297.0,-187.8
-9548.0,-310.0
-10349.0,-341.6
-10423.0,-331.4
-10558.0,-372.8
-10632.0,-381.2
-10687.0,-377.6
-10792.0,-413.2
-10823.0,-408.2
-10878.0,-437.0
-10866.0,-424.2
-10983.0,-427.0
-10995.0,-446.6
-11014.0,-428.0
-11045.0,-438.6
-11106.0,-460.2
-11149.0,-469.6
-11156.0,-468.4
-11119.0,-477.6
-11180.0,-482.0
-11156.0,-466.6
-11143.0,-474.8
-11174.0,-478.8
-11131.0,-464.0
-11131.0,-464.6
-11106.0,-466.4
-11100.0,-451.8
-11131.0,-464.2
-11125.0,-461.2
-11143.0,-455.8
-11168.0,-463.2
-11143.0,-475.6
-11137.0,-457.8
-11100.0,-458.2
-10786.0,-463.2
-10306.0,-456.2
-9954.0,-436.0
-10127.0,-470.4
-10090.0,-453.8
-9942.0,-427.2
-9954.0,-430.8
-3166.0,-216.8
-893.0,-87.0
-1041.0,-105.2
-2686.0,-239.8
-4860.0,-385.0
-5390.0,-371.8
-4823.0,-313.2
-3493.0,-231.2
-2686.0,-189.6
-2008.0,-142.2
-1312.0,-104.6
-912.0,-84.6
-1411.0,-77.0
-6628.0,-257.0
-9751.0,-478.0
-10373.0,-451.6
-9696.0,-235.4
-9191.0,-234.6
-9536.0,-290.0
-9646.0,-299.8
-9763.0,-325.8
-9905.0,-363.6
-10041.0,-373.6
-10115.0,-382.6
-10225.0,-416.4
-10225.0,-406.0
-10262.0,-418.6
-10312.0,-439.0
-10373.0,-418.4
-10761.0,-459.8
-11045.0,-473.8
-11125.0,-481.6
-11156.0,-478.8
-11149.0,-469.8
-11168.0,-487.8
-11217.0,-487.0
-11186.0,-473.6
-11168.0,-500.6
-10644.0,-447.8
-10841.0,-497.0
-10466.0,-497.0
-10127.0,-469.2
-10336.0,-481.2
-7996.0,-438.8
-5624.0,-328.2
-4608.0,-316.8
-4183.0,-283.2
-3856.0,-272.2
-3868.0,-281.0
-4380.0,-321.6
-5070.0,-364.6
-5162.0,-359.2
-4909.0,-333.4
-4792.0,-302.8
-9172.0,-462.0
-10503.0,-497.6
-10342.0,-393.2
-9899.0,-295.8
-9991.0,-360.8
-10182.0,-383.4
-10299.0,-420.2
-10287.0,-396.8
-10318.0,-412.0
-10595.0,-431.0
-10848.0,-462.6
-11082.0,-478.6
-11143.0,-483.8
-11217.0,-488.2
-11186.0,-498.8
-11119.0,-502.0
-10872.0,-492.4
-10823.0,-478.4
-10761.0,-475.4
-10700.0,-475.0
-10669.0,-458.4
-10607.0,-461.0
-10663.0,-462.4
-10687.0,-442.6
-10663.0,-441.8
-10533.0,-451.8
-10373.0,-467.8
-10306.0,-445.8
-7299.0,-367.4
-1275.0,-181.8
1066.0,-70.8
-850.0,-78.2
-2889.0,-262.8
-4022.0,-296.0
-3727.0,-246.4
-6129.0,-289.0
-8833.0,-360.2
-8630.0,-230.0
-3215.0,-117.0
-1694.0,-16.0
-561.0,-10.2
-37.0,-10.2
-6.0,-10.2
-240.0,-22.8
-788.0,-65.2
-1343.0,-121.6
-659.0,-92.0
-487.0,-48.2
-844.0,-34.2
-899.0,-38.0
-1066.0,-49.8
-2821.0,-110.8
-3228.0,-159.2
-5014.0,-223.6
-6412.0,-239.4
-6449.0,-184.4
-3363.0,-85.0
-5519.0,-129.2
-9061.0,-321.8
-9258.0,-210.2
-8679.0,-246.0
-9579.0,-305.4
-9702.0,-314.4
-9825.0,-345.0
-6708.0,-265.0
-7078.0,-322.6
-6289.0,-318.6
-6068.0,-317.8
-5833.0,-326.6
-5803.0,-309.0
-5821.0,-321.2
-5840.0,-327.4
-5778.0,-328.8
-5790.0,-330.4
-5778.0,-334.4
-5747.0,-311.4
-5766.0,-299.4
-5710.0,-278.4
-5667.0,-247.8
-5729.0,-245.6
-5760.0,-258.2
-5944.0,-268.8
-5950.0,-252.8
-6831.0,-290.8
-8673.0,-310.8
-5957.0,-242.4
-6905.0,-232.8
-9961.0,-416.8
-10090.0,-347.6
-9979.0,-303.0
-9961.0,-349.6
-10016.0,-350.6
-10047.0,-356.4
-10213.0,-363.2
-10250.0,-362.2
-10269.0,-372.0
-10324.0,-365.4
-10386.0,-388.6
-10386.0,-383.4
-10453.0,-427.6
-10503.0,-397.0
-10589.0,-403.2
-10601.0,-419.6
-8538.0,-348.6
-7897.0,-361.2
-7663.0,-359.0
-8063.0,-402.6
-7669.0,-366.0
-7866.0,-350.4
-6610.0,-297.8
-3641.0,-195.8
1361.0,-98.6
3493.0,105.4
3573.0,73.6
3622.0,61.4
3665.0,61.4
3696.0,55.6
3708.0,35.0
3677.0,12.0
3653.0,71.8
3758.0,112.0
3733.0,116.0
3690.0,103.8
3684.0,90.4
3702.0,85.0
3684.0,97.2
-209.0,96.0
-2661.0,-120.4
-5864.0,-228.0
-7626.0,-223.2
-7743.0,-79.6
-7207.0,-86.4
-7269.0,-115.8
-7977.0,-175.2
-8039.0,-192.2
-8069.0,-207.4
-7022.0,-213.8
-9437.0,-285.2
-10299.0,-370.4
-10262.0,-314.2
-10207.0,-345.8
-10299.0,-358.0
-10398.0,-367.2
-10460.0,-385.6
-10626.0,-388.4
-10731.0,-413.8
-7983.0,-316.6
-8698.0,-354.2
-9061.0,-402.2
-9043.0,-410.4
-8858.0,-381.6
-9573.0,-383.2
-8920.0,-354.6
-9080.0,-372.2
-9332.0,-390.2
-7620.0,-329.2
-9548.0,-409.2
-10219.0,-418.2
-7731.0,-310.8
-9893.0,-397.4
-10731.0,-443.8
-10632.0,-400.2
-10509.0,-390.6
-8093.0,-375.8
-9166.0,-422.8
-9529.0,-445.4
-9529.0,-439.2
-9560.0,-426.8
-9597.0,-420.4
-9160.0,-428.4
-9320.0,-427.4
-9579.0,-427.8
-10342.0,-474.6
-9037.0,-392.2
-8864.0,-405.0
-10342.0,-465.8
-10503.0,-459.8
-10423.0,-457.2
-10447.0,-466.4
-10490.0,-466.6
-10490.0,-466.6
-10527.0,-476.8
-10540.0,-466.6
-10632.0,-478.6
-10872.0,-494.6
-11131.0,-503.6
-11230.0,-491.8
-11248.0,-491.6
-11273.0,-524.4
-11316.0,-526.8
-11285.0,-493.0
-11279.0,-512.4
-11279.0,-518.0
-11322.0,-527.0
-11365.0,-501.6
-11384.0,-517.0
-11451.0,-544.0
-11377.0,-531.8
-11328.0,-513.8
-11402.0,-506.8
-11408.0,-524.4
-11377.0,-516.2
-11316.0,-510.2
-11316.0,-508.6
-11279.0,-499.8
-11303.0,-513.2
-11303.0,-498.8
-11279.0,-492.6
-11273.0,-488.0
-11008.0,-481.8
-10595.0,-463.6
-10521.0,-466.2
-10213.0,-470.8
-10090.0,-470.2
-10127.0,-447.2
-10053.0,-457.8
-9936.0,-436.6
-10047.0,-427.4
-10182.0,-456.6
-10232.0,-443.8
-10250.0,-448.0
-10269.0,-452.0
-10312.0,-434.4
-10349.0,-453.6
-10373.0,-468.4
-10441.0,-462.6
-10521.0,-479.0
-10589.0,-480.0
-10601.0,-487.2
-10632.0,-469.2
-10681.0,-483.4
-11045.0,-493.4
-11199.0,-491.0
-11260.0,-490.2
-11266.0,-491.8
-11260.0,-500.4
-11266.0,-500.4
-11316.0,-503.0
-11377.0,-517.8
-11408.0,-540.8
-11433.0,-532.8
-11365.0,-500.8
-11310.0,-510.0
-11291.0,-508.8
-11291.0,-507.6
-11063.0,-482.2
-10607.0,-500.2
-10540.0,-487.6
-10250.0,-463.6
-10121.0,-465.2
-10225.0,-473.6
-10225.0,-448.8
-10262.0,-447.6
-10349.0,-453.6
-10367.0,-463.8
-10398.0,-449.2
-10429.0,-446.8
-10490.0,-491.4
-10521.0,-472.6
-9265.0,-423.4
-8895.0,-441.2
-8692.0,-446.0
-8519.0,-435.0
-8544.0,-456.4
-7651.0,-426.4
-2088.0,-207.4
-1140.0,-113.2
-2988.0,-279.0
-4238.0,-322.6
-5581.0,-406.0
-5747.0,-402.2
-5236.0,-348.6
-3949.0,-252.4
-3006.0,-210.4
-2618.0,-193.6
-2390.0,-192.4
-2310.0,-180.0
-2686.0,-207.8
-2156.0,-187.2
-4546.0,-213.8
-9166.0,-464.8
-10546.0,-498.6
-10176.0,-326.2
-8759.0,-151.4
-9474.0,-330.4
-9924.0,-332.8
-9893.0,-326.4
-9979.0,-354.2
-10170.0,-387.6
-10275.0,-404.4
-10318.0,-426.4
-10687.0,-442.8
-10878.0,-451.8
-10995.0,-447.6
-11032.0,-447.4
-11094.0,-457.8
-11149.0,-475.8
-11168.0,-473.4
-11223.0,-482.6
-11279.0,-502.4
-11273.0,-502.8
-11316.0,-506.6
-11303.0,-499.6
-11279.0,-498.2
-11279.0,-488.2
-11303.0,-497.8
-11322.0,-503.2
-11328.0,-509.8
-11371.0,-510.0
-11396.0,-516.4
-11433.0,-509.8
-11439.0,-529.4
-11482.0,-537.8
-11396.0,-500.8
-11316.0,-490.4
-11266.0,-493.8
-11279.0,-506.4
-11242.0,-489.4
-11193.0,-471.8
-11205.0,-482.2
-11174.0,-478.2
-11174.0,-482.0
-11193.0,-464.8
-11168.0,-466.2
-11119.0,-464.0
-11045.0,-432.2
-11063.0,-450.4
-11051.0,-450.2
-11020.0,-429.8
-11082.0,-472.2
-11063.0,-449.2
-11008.0,-431.2
-10983.0,-448.6
-10965.0,-410.0
-10958.0,-416.6
-10885.0,-416.8
-10965.0,-414.0
-10897.0,-417.8
-10958.0,-421.2
-10897.0,-413.0
-10897.0,-425.6
-10971.0,-434.0
-10965.0,-416.2
-11002.0,-450.2
-10958.0,-418.4
-10983.0,-427.2
-10977.0,-417.2
-10854.0,-404.0
-10885.0,-428.4
-10860.0,-406.0
-10891.0,-425.6
-10885.0,-413.4
-10897.0,-416.2
-10971.0,-420.0
-11026.0,-447.6
-10977.0,-432.2
-11008.0,-435.4
-11026.0,-447.0
-10989.0,-420.2
-11020.0,-435.4
-10995.0,-415.0
-11026.0,-430.6
-11026.0,-455.2
-10983.0,-416.8
-11008.0,-441.2
-11032.0,-443.0
-11014.0,-424.4
-11014.0,-437.8
-11045.0,-433.0
-11026.0,-415.0
-10995.0,-422.2
-10577.0,-444.2
-10004.0,-415.4
-9961.0,-426.8
-9998.0,-436.8
-9954.0,-398.2
-9887.0,-412.6
-9924.0,-394.0
-9967.0,-421.2
-9948.0,-418.2
-9967.0,-409.0
-8766.0,-364.4
-9862.0,-408.0
-8347.0,-362.8
-3351.0,-217.8
-1250.0,-99.6
-1275.0,-114.2
-2563.0,-232.8
-4768.0,-375.4
-4731.0,-347.8
-3788.0,-256.0
-8821.0,-413.8
-10262.0,-455.6
-10232.0,-375.6
-9603.0,-240.0
-9683.0,-306.4
-10195.0,-378.0
-10108.0,-351.6
-10484.0,-391.0
-10681.0,-394.4
-10718.0,-400.4
-10804.0,-401.4
-10971.0,-434.2
-11045.0,-453.0
-11088.0,-465.4
-11162.0,-473.0
-11137.0,-485.4
-11156.0,-486.8
-11174.0,-468.4
-11193.0,-490.6
-10798.0,-491.0
-10694.0,-462.6
-10515.0,-485.6
-10188.0,-453.2
-10108.0,-450.0
-7589.0,-395.2
-4903.0,-311.2
-4201.0,-284.8
-3838.0,-264.8
-3801.0,-281.2
-4608.0,-350.8
-5544.0,-388.4
-5476.0,-382.6
-5150.0,-347.6
-4090.0,-267.4
-3289.0,-235.6
-2944.0,-198.6
-2784.0,-205.6
-3043.0,-233.6
-3369.0,-247.6
-3302.0,-239.0
-3259.0,-242.2
-3074.0,-222.4
-2877.0,-210.4
-2624.0,-199.2
-2384.0,-176.0
-2137.0,-156.0
-1891.0,-149.2
-1657.0,-131.4
-1398.0,-121.4
-1318.0,-112.6
-1386.0,-120.2
-1478.0,-125.6
-1331.0,-107.6
-1121.0,-102.4
-918.0,-86.2
-807.0,-72.8
-739.0,-61.0
-721.0,-52.2
-647.0,-41.2
-641.0,-41.2
-641.0,-44.0
-616.0,-41.2
-480.0,-35.4
-382.0,-31.8
-191.0,-26.6
-74.0,-33.2
-160.0,-24.2
-6.0,-24.2
-6.0,-27.8
-6.0,-27.8
-2088.0,-15.4
-6006.0,-254.4
-7435.0,-271.4
-9203.0,-178.8
-7792.0,-106.0
-8371.0,-194.8
-8876.0,-223.0
-9074.0,-225.4
-8981.0,-248.0
-9788.0,-320.2
-10244.0,-334.8
-10472.0,-360.4
-10601.0,-379.4
-10700.0,-401.0
-10792.0,-411.0
-10891.0,-422.8
-10983.0,-439.2
-11002.0,-441.6
-11082.0,-471.6
-11082.0,-461.0
-11094.0,-465.0
-11100.0,-457.8
-11119.0,-471.6
-11168.0,-478.0
-11211.0,-480.6
