1238, 5
1430, 6
1636, 7
1967, 8
2271, 9
2519, 10
2771, 11
3088, 12
3314, 13
3642, 14
3915, 15
4190, 16
4522, 17
4764, 18
5084, 19
5326, 20
5660, 21
5952, 22
6208, 23
6564, 24
6799, 25
7119, 26
7376, 27
7718, 28
8005, 29
8295, 30
8603, 31
8882, 32
9217, 33
9526, 34
9846, 35
10123, 36
10428, 37
10734, 38
11041, 39
11393, 40
11680, 41
11987, 42
12308, 43
12643, 44
12956, 45
13239, 46
13617, 47
13905, 48
14236, 49
14563, 50
14838, 51
15217, 52
15566, 53
15848, 54
16170, 55
16477, 56
16867, 57
17136, 58
17520, 59
17822, 60
18173, 61
18505, 62
18860, 63
19183, 64
19482, 65
19844, 66
20169, 67
20520, 68
20839, 69
21197, 70
21552, 71
21903, 72
22217, 73
22559, 74
22992, 75
23253, 76
23657, 77
23987, 78
24365, 79
24667, 80
25074, 81
25358, 82
25733, 83
26165, 84
26473, 85
26863, 86
27237, 87
27548, 88
27909, 89
28257, 90
28640, 91
28960, 92
29433, 93
29789, 94
30127, 95
30484, 96
30852, 97
31186, 98
31552, 99
32029, 100
32445, 101
32719, 102
33142, 103
33505, 104
33843, 105
34230, 106
34567, 107
35037, 108
35403, 109
35786, 110
36225, 111
36578, 112
37089, 113
37361, 114
37664, 115
38110, 116
38541, 117
38985, 118
39286, 119
39696, 120
40110, 121
40534, 122
40863, 123
41291, 124
41722, 125
42127, 126
42536, 127
42852, 128
43305, 129
43803, 130
53175, 131
53757, 132
54281, 133
54889, 134
55423, 135
55876, 136
56415, 137
56872, 138
57299, 139
57815, 140
58243, 141
58875, 142
59327, 143
59709, 144
60229, 145
60874, 146
61216, 147
61714, 148
62221, 149
62777, 150
63358, 151
63765, 152
64166, 153
64790, 154
65177, 155
65643, 156
66069, 157
66812, 158
67294, 159
67519, 160
68066, 161
68753, 162
69170, 163
69737, 164
70236, 165
70803, 166
71316, 167
71641, 168
72395, 169
72877, 170
73260, 171
73824, 172
74263, 173
74850, 174
75530, 175
75808, 176
76462, 177
77032, 178
77301, 179
77996, 180
78410, 181
79149, 182
79665, 183
80077, 184
80602, 185
81122, 186
81454, 187
82097, 188
82615, 189
83200, 190
83959, 191
84259, 192
84886, 193
85478, 194
85927, 195
86481, 196
87039, 197
87627, 198
88336, 199
