,left_voltage,right_voltage,left_velo,right_velo,dt
1080,-10441,-10521,-440.200012,-472.600006,20004
1081,-10620,-9265,-417.799988,-423.399994,20000
1082,-10724,-8895,-449.399994,-441.200012,19998
1083,-10823,-8692,-460.799988,-446.0,19994
1084,-10823,-8519,-435.799988,-435.0,20000
1085,-10965,-8544,-477.200012,-456.399994,20003
1086,-11088,-7651,-482.399994,-426.399994,20000
1087,-11193,-2088,-481.600006,-207.399994,19999
1088,-11180,-1140,-487.600006,-113.199997,19994
1089,-11149,-2988,-478.799988,-279.0,19999
1090,-11193,-4238,-498.799988,-322.600006,19999
1091,-11149,-5581,-476.600006,-406.0,19999
1092,-11100,-5747,-456.600006,-402.200012,19998
1093,-11162,-5236,-488.799988,-348.600006,19999
1094,-11082,-3949,-460.200012,-252.399994,19999
1095,-11069,-3006,-451.600006,-210.399994,19999
1096,-11088,-2618,-460.600006,-193.600006,19999
1097,-11069,-2390,-452.399994,-192.399994,19999
1098,-11112,-2310,-453.200012,-180.0,19999
1099,-11100,-2686,-465.600006,-207.800003,20005
1100,-11082,-2156,-435.799988,-187.199997,19998
1101,-10872,-4546,-459.799988,-213.800003,19994
1102,-10453,-9166,-445.200012,-464.799988,20000
1103,-10657,-10546,-452.399994,-498.600006,19999
1104,-10392,-10176,-467.399994,-326.200012,20000
1105,-9899,-8759,-425.399994,-151.399994,19998
1106,-10121,-9474,-468.600006,-330.399994,19999
1107,-10139,-9924,-430.399994,-332.799988,19999
1108,-10047,-9893,-399.799988,-326.399994,19999
1109,-10108,-9979,-441.399994,-354.200012,20000
1110,-10262,-10170,-426.0,-387.600006,19999
1111,-10355,-10275,-430.399994,-404.399994,19998
1112,-10361,-10318,-448.200012,-426.399994,20005
1113,-7928,-10687,-345.200012,-442.799988,19994
1114,-6480,-10878,-337.200012,-451.799988,20004
1115,-5519,-10995,-336.799988,-447.600006,19994
1116,-4638,-11032,-316.600006,-447.399994,19999
1117,-4053,-11094,-277.399994,-457.799988,19999
1118,-3708,-11149,-267.399994,-475.799988,19999
1119,-3758,-11168,-277.399994,-473.399994,19999
1120,-4263,-11223,-316.399994,-482.600006,19999
1121,-4509,-11279,-332.399994,-502.399994,19999
1122,-4275,-11273,-302.200012,-502.799988,20000
1123,-3998,-11316,-291.600006,-506.600006,19998
1124,-3659,-11303,-265.799988,-499.600006,19999
1125,-3406,-11279,-237.800003,-498.200012,20000
1126,-3086,-11279,-225.399994,-488.200012,19998
1127,-2889,-11303,-213.399994,-497.799988,20000
1128,-2772,-11322,-205.0,-503.200012,19999
1129,-2809,-11328,-215.199997,-509.799988,19998
1130,-2698,-11371,-200.600006,-510.0,20000
1131,-2507,-11396,-186.0,-516.400024,19999
1132,-2261,-11433,-173.199997,-509.799988,19999
1133,-1983,-11439,-151.0,-529.400024,19999
1134,-1700,-11482,-133.0,-537.799988,19999
1135,-1441,-11396,-116.199997,-500.799988,19999
1136,-1257,-11316,-107.0,-490.399994,19999
1137,-1035,-11266,-92.0,-493.799988,20000
1138,-899,-11279,-83.599998,-506.399994,19998
1139,-795,-11242,-73.400002,-489.399994,19999
1140,-733,-11193,-64.599998,-471.799988,19999
1141,-721,-11205,-55.400002,-482.200012,19999
1142,-665,-11174,-45.799999,-478.200012,20000
1143,-431,-11174,-31.200001,-482.0,19998
1144,-253,-11193,-23.200001,-464.799988,19999
1145,-31,-11168,-23.200001,-466.200012,19999
1146,-12,-11119,-23.200001,-464.0,19999
1147,-12,-11045,-23.200001,-432.200012,19999
1148,12,-11063,-23.200001,-450.399994,19999
1149,25,-11051,-19.799999,-450.200012,19999
1150,0,-11020,-27.4,-429.799988,20000
1151,-6,-11082,-27.4,-472.200012,19999
1152,-6,-11063,0.0,-449.200012,19998
1153,-6,-11008,0.0,-431.200012,20000
1154,0,-10983,0.0,-448.600006,19999
1155,-12,-10965,0.0,-410.0,19999
1156,0,-10958,0.0,-416.600006,20000
1157,-6,-10885,0.0,-416.799988,19999
1158,0,-10965,0.0,-414.0,19999
1159,-6,-10897,0.0,-417.799988,19999
1160,-6,-10958,0.0,-421.200012,19999
1161,-6,-10897,0.0,-413.0,19999
1162,-6,-10897,0.0,-425.600006,19999
1163,0,-10971,0.0,-434.0,19999
1164,0,-10965,0.0,-416.200012,19999
1165,-6,-11002,0.0,-450.200012,19999
1166,0,-10958,0.0,-418.399994,19999
1167,-12,-10983,0.0,-427.200012,19999
1168,0,-10977,0.0,-417.200012,19999
1169,-6,-10854,0.0,-404.0,19999
1170,-12,-10885,0.0,-428.399994,19999
1171,-6,-10860,0.0,-406.0,20000
1172,0,-10891,0.0,-425.600006,19999
1173,0,-10885,46.400002,-413.399994,19999
1174,0,-10897,46.400002,-416.200012,19999
1175,0,-10971,46.400002,-420.0,19998
1176,0,-11026,46.400002,-447.600006,20000
1177,-6,-10977,46.400002,-432.200012,19999
1178,-6,-11008,46.400002,-435.399994,20000
1179,-6,-11026,46.400002,-447.0,19999
1180,0,-10989,0.0,-420.200012,19999
1181,-6,-11020,0.0,-435.399994,20000
1182,0,-10995,0.0,-415.0,19999
1183,-6,-11026,0.0,-430.600006,20001
1184,-6,-11026,0.0,-455.200012,19998
1185,-6,-10983,0.0,-416.799988,19999
1186,0,-11008,0.0,-441.200012,20000
1187,-6,-11032,0.0,-443.0,19999
1188,-6,-11014,0.0,-424.399994,19999
1189,0,-11014,0.0,-437.799988,19999
1190,-6,-11045,0.0,-433.0,19999
1191,-6,-11026,0.0,-415.0,20004
1192,-955,-10995,-18.0,-422.200012,19998
1193,-4546,-10577,-69.800003,-444.200012,19994
1194,-8377,-10004,-151.399994,-415.399994,20000
1195,-8390,-9961,-174.0,-426.799988,19999
1196,-7885,-9998,-148.0,-436.799988,19999
1197,-8993,-9954,-258.399994,-398.200012,19999
1198,-9000,-9887,-223.0,-412.600006,19999
1199,-8655,-9924,-200.399994,-394.0,19999
1200,-9024,-9967,-239.0,-421.200012,19999
1201,-9240,-9948,-272.0,-418.200012,19999
1202,-9683,-9967,-291.799988,-409.0,20005
1203,-9893,-8766,-313.399994,-364.399994,19993
1204,-9862,-9862,-326.600006,-408.0,20004
1205,-10164,-8347,-336.799988,-362.799988,19999
1206,-10435,-3351,-369.600006,-217.800003,20000
1207,-10558,-1250,-355.600006,-99.599998,19994
1208,-10620,-1275,-381.600006,-114.199997,19999
1209,-10657,-2563,-370.399994,-232.800003,20000
1210,-10743,-4768,-413.0,-375.399994,20004
1211,-10731,-4731,-374.399994,-347.799988,19998
1212,-10811,-3788,-423.0,-256.0,19995
1213,-10225,-8821,-389.399994,-413.799988,19998
1214,-10404,-10262,-428.399994,-455.600006,20000
1215,-10262,-10232,-406.0,-375.600006,19999
1216,-9868,-9603,-404.600006,-240.0,19999
1217,-9899,-9683,-402.799988,-306.399994,20005
1218,-8618,-10195,-374.200012,-378.0,19994
1219,-9585,-10108,-444.399994,-351.600006,20005
1220,-6548,-10484,-311.799988,-391.0,19993
1221,-3788,-10681,-251.0,-394.399994,19999
1222,-3228,-10718,-227.600006,-400.399994,20000
1223,-2975,-10804,-223.199997,-401.399994,19999
1224,-3493,-10971,-270.399994,-434.200012,19999
1225,-3782,-11045,-276.600006,-453.0,19999
1226,-3875,-11088,-283.200012,-465.399994,19998
1227,-3714,-11162,-264.399994,-473.0,19999
1228,-3468,-11137,-258.600006,-485.399994,19999
1229,-3191,-11156,-230.800003,-486.799988,20000
1230,-2883,-11174,-208.800003,-468.399994,20003
1231,-2877,-11193,-187.399994,-490.600006,19998
1232,-7737,-10798,-369.600006,-491.0,19995
1233,-10275,-10694,-456.200012,-462.600006,19998
1234,-10219,-10515,-329.399994,-485.600006,20000
1235,-9893,-10188,-277.0,-453.200012,19998
1236,-9844,-10108,-296.799988,-450.0,20004
1237,-10225,-7589,-320.600006,-395.200012,20000
1238,-10429,-4903,-349.200012,-311.200012,19993
1239,-10503,-4201,-344.399994,-284.799988,19999
1240,-10687,-3838,-394.799988,-264.799988,20000
1241,-10731,-3801,-394.600006,-281.200012,19998
1242,-10786,-4608,-397.600006,-350.799988,20000
1243,-10854,-5544,-447.0,-388.399994,19999
1244,-10891,-5476,-429.200012,-382.600006,19999
1245,-10995,-5150,-451.399994,-347.600006,19999
1246,-11039,-4090,-450.200012,-267.399994,19999
1247,-11026,-3289,-453.200012,-235.600006,19999
1248,-11014,-2944,-424.399994,-198.600006,19999
1249,-11051,-2784,-464.799988,-205.600006,19999
1250,-11026,-3043,-455.0,-233.600006,19999
1251,-11045,-3369,-442.200012,-247.600006,19999
1252,-11069,-3302,-465.200012,-239.0,19999
1253,-11002,-3259,-428.399994,-242.199997,19999
1254,-11069,-3074,-456.799988,-222.399994,19999
1255,-11051,-2877,-452.399994,-210.399994,20000
1256,-11026,-2624,-429.799988,-199.199997,19998
1257,-11076,-2384,-466.600006,-176.0,19999
1258,-11008,-2137,-439.200012,-156.0,20000
1259,-11051,-1891,-434.200012,-149.199997,19999
1260,-11032,-1657,-454.200012,-131.399994,19998
1261,-11014,-1398,-437.200012,-121.400002,19999
1262,-11026,-1318,-453.399994,-112.599998,20000
1263,-11032,-1386,-451.399994,-120.199997,19999
1264,-11008,-1478,-440.799988,-125.599998,19999
1265,-11020,-1331,-448.799988,-107.599998,20000
1266,-11039,-1121,-437.600006,-102.400002,19997
1267,-11063,-918,-456.399994,-86.199997,19999
1268,-11045,-807,-458.200012,-72.800003,20000
1269,-11026,-739,-426.399994,-61.0,19999
1270,-11045,-721,-459.0,-52.200001,20000
1271,-11020,-647,-443.399994,-41.200001,19999
1272,-11002,-641,-448.799988,-41.200001,19999
1273,-11002,-641,-441.200012,-44.0,19999
1274,-11051,-616,-455.0,-41.200001,19998
1275,-10989,-480,-435.600006,-35.400002,19999
1276,-11002,-382,-442.200012,-31.799999,19999
1277,-11026,-191,-446.799988,-26.6,20000
1278,-11008,-74,-438.200012,-33.200001,19999
1279,-11051,-160,-444.399994,-24.200001,20000
1280,-11002,-6,-438.399994,-24.200001,19998
1281,-10983,-6,-418.799988,-27.799999,19999
1282,-11014,-6,-460.600006,-27.799999,20004
1283,-10774,-2088,-403.799988,-15.4,19995
1284,-10515,-6006,-404.600006,-254.399994,20003
1285,-10404,-7435,-421.0,-271.399994,19994
1286,-9807,-9203,-385.0,-178.800003,20000
1287,-9856,-7792,-381.200012,-106.0,19998
1288,-9807,-8371,-395.600006,-194.800003,19999
1289,-9677,-8876,-366.0,-223.0,20000
1290,-9646,-9074,-360.399994,-225.399994,19999
1291,-9720,-8981,-378.799988,-248.0,20004
1292,-8858,-9788,-359.399994,-320.200012,20000
1293,-6234,-10244,-293.600006,-334.799988,19993
1294,-3942,-10472,-256.799988,-360.399994,20000
1295,-3406,-10601,-247.199997,-379.399994,19998
1296,-2969,-10700,-214.800003,-401.0,20000
1297,-2797,-10792,-201.0,-411.0,19999
1298,-3222,-10891,-259.0,-422.799988,19999
1299,-3868,-10983,-290.200012,-439.200012,19999
1300,-3973,-11002,-280.399994,-441.600006,19999
1301,-3665,-11082,-263.0,-471.600006,19999
1302,-3388,-11082,-242.199997,-461.0,19999
1303,-2981,-11094,-216.199997,-465.0,19998
1304,-2538,-11100,-187.399994,-457.799988,20000
1305,-2020,-11119,-148.199997,-471.600006,19999
1306,-1583,-11168,-125.0,-478.0,19999
1307,-1423,-11211,-122.599998,-480.600006,20003
1308,-2692,-11211,-174.199997,-487.0,19994
1309,-3782,-11211,-220.800003,-487.799988,20005
1310,-5920,-10817,-283.399994,-457.0,19993
1311,-9819,-10675,-443.399994,-468.600006,20001
1312,-9930,-10306,-257.799988,-464.799988,19998
1313,-9092,-10041,-215.600006,-455.799988,19998
1314,-9412,-10244,-266.0,-478.600006,20000
1315,-9696,-10219,-296.799988,-462.0,19999
1316,-9887,-10207,-303.799988,-458.799988,19999
1317,-9942,-10195,-328.0,-463.399994,19999
1318,-10041,-10262,-352.200012,-460.799988,19999
1319,-10158,-10330,-356.799988,-457.600006,19999
1320,-10256,-10404,-391.799988,-473.200012,19999
1321,-10281,-10392,-380.399994,-463.399994,20006
1322,-6727,-7410,-318.399994,-380.200012,20001
1323,-4029,-4755,-250.399994,-293.200012,19989
1324,-8470,-3844,-394.0,-257.600006,19999
1325,-10989,-3406,-537.599976,-237.600006,19999
1326,-11310,-3641,-464.200012,-276.799988,19999
1327,-11026,-5224,-441.200012,-404.399994,19999
1328,-10786,-5957,-390.799988,-411.799988,19999
1329,-10817,-5772,-406.799988,-393.399994,20000
1330,-10866,-5359,-411.600006,-359.399994,19998
1331,-10866,-4836,-432.799988,-331.600006,19999
1332,-10872,-3985,-411.0,-258.200012,20000
1333,-10965,-3049,-445.399994,-212.399994,19998
1334,-10965,-2476,-414.0,-179.600006,19999
1335,-11032,-2039,-453.600006,-150.0,19999
1336,-11020,-2020,-451.799988,-161.800003,19999
1337,-11020,-3228,-432.200012,-254.800003,20000
1338,-11045,-3419,-459.799988,-236.0,19999
1339,-11057,-3240,-452.200012,-227.800003,19999
1340,-11125,-2827,-476.399994,-201.399994,20000
1341,-11100,-2248,-462.799988,-165.199997,19999
1342,-11094,-1719,-442.799988,-126.599998,20004
1343,-10872,-3425,-453.399994,-129.0,19993
1344,-10687,-7090,-438.399994,-358.799988,20005
1345,-10564,-8901,-431.0,-452.799988,19995
1346,-10244,-9844,-447.799988,-278.399994,19999
1347,-9979,-9499,-435.399994,-210.800003,19999
1348,-10084,-8913,-438.399994,-260.600006,19999
1349,-10065,-9825,-431.600006,-315.600006,19999
1350,-10090,-9899,-427.600006,-333.399994,19999
1351,-10108,-9979,-428.0,-343.600006,19999
1352,-10306,-10182,-450.200012,-390.600006,20004
1353,-10848,-6197,-460.600006,-291.0,19994
1354,-11039,-2926,-438.600006,-160.600006,20004
1355,-11076,-2218,-476.0,-152.600006,19995
1356,-10952,-2261,-411.600006,-188.800003,19998
1357,-10995,-3179,-429.600006,-247.0,20000
1358,-11026,-4528,-460.399994,-353.799988,19998
1359,-10995,-4817,-430.600006,-343.399994,19999
1360,-11045,-4460,-469.799988,-298.799988,19999
1361,-11014,-3641,-439.799988,-248.600006,19998
1362,-10965,-2895,-413.799988,-203.199997,20006
1363,-10780,-4146,-436.0,-198.399994,19993
1364,-10324,-8359,-394.600006,-399.600006,19998
1365,-10460,-10349,-413.600006,-528.599976,20000
1366,-10176,-10053,-406.200012,-297.200012,19999
1367,-9936,-9677,-415.0,-281.799988,19999
1368,-10028,-9917,-402.600006,-339.399994,19999
1369,-10170,-10028,-437.200012,-363.0,19999
1370,-10096,-10041,-385.0,-368.200012,19999
1371,-10275,-10225,-420.0,-403.200012,19999
1372,-10355,-10330,-437.200012,-415.200012,19999
1373,-10379,-10349,-425.200012,-413.0,19999
1374,-10373,-10361,-440.200012,-419.0,20000
1375,-10386,-10398,-414.600006,-439.600006,19998
1376,-10386,-10361,-447.799988,-429.200012,19999
1377,-10361,-10404,-419.399994,-447.799988,19999
1378,-10509,-10515,-450.0,-467.799988,20000
1379,-10607,-10632,-476.399994,-473.399994,19999
1380,-10577,-10663,-430.200012,-481.399994,19999
1381,-10607,-10607,-465.600006,-471.200012,19999
1382,-10650,-10681,-464.200012,-466.0,19999
1383,-10700,-10718,-471.600006,-461.600006,20000
1384,-10731,-10700,-483.0,-480.600006,20005
1385,-10841,-9671,-470.600006,-464.399994,19998
1386,-11131,-6591,-493.0,-380.0,20000
1387,-11205,-3942,-494.200012,-266.200012,19994
1388,-11186,-3394,-466.200012,-244.600006,19999
1389,-11242,-3610,-511.399994,-273.200012,19999
1390,-11193,-5033,-497.0,-397.399994,19999
1391,-11199,-6104,-485.600006,-428.200012,19999
1392,-11248,-6061,-492.799988,-418.399994,19999
1393,-11211,-5766,-505.799988,-395.0,19999
1394,-11230,-5365,-490.399994,-365.0,19999
1395,-11193,-4669,-479.399994,-323.399994,19999
1396,-11137,-4170,-472.799988,-276.799988,19999
1397,-11149,-3499,-476.200012,-244.0,19999
1398,-11168,-3012,-465.200012,-218.0,20000
1399,-11180,-2778,-489.0,-198.399994,19998
1400,-11162,-2581,-466.799988,-196.199997,19999
1401,-11143,-3376,-476.0,-261.399994,19999
1402,-11168,-3819,-474.799988,-276.200012,19999
1403,-11162,-3659,-454.200012,-258.399994,20000
1404,-11168,-3314,-491.200012,-236.0,19998
1405,-11143,-2612,-456.0,-188.399994,19999
1406,-11143,-2174,-463.399994,-161.600006,19999
1407,-11137,-1817,-468.799988,-141.600006,19999
1408,-11057,-1503,-439.399994,-126.599998,20001
1409,-11069,-1380,-466.399994,-115.0,19998
1410,-11094,-1577,-466.200012,-133.199997,19998
1411,-11057,-1811,-440.0,-149.399994,20000
1412,-11094,-1749,-475.0,-135.199997,19999
1413,-11106,-1485,-460.0,-125.800003,19999
1414,-11131,-1312,-465.0,-111.0,19999
1415,-11094,-1072,-464.0,-96.599998,19998
1416,-11082,-887,-445.0,-80.599998,20001
1417,-11100,-788,-464.600006,-65.400002,19998
1418,-11082,-733,-453.399994,-50.799999,19999
1419,-11100,-542,-437.0,-39.799999,19999
1420,-11094,-308,-461.600006,-29.0,19999
1421,-11057,-185,-430.200012,-19.4,19999
1422,-11020,-12,-439.799988,-19.4,19999
1423,-11032,-6,-445.399994,-16.200001,19999
1424,-11008,-12,-422.799988,-16.200001,19999
1425,-10989,-12,-437.399994,-14.6,19999
1426,-11002,-6,-426.200012,-9.2,19999
1427,-10946,6,-413.399994,-9.2,19999
1428,-10878,0,-410.799988,-0.0,19999
1429,-10940,-6,-432.600006,-0.0,19999
1430,-10823,0,-401.200012,-0.0,20000
1431,-10866,-6,-412.600006,-0.0,19999
1432,-10835,0,-410.0,-0.0,19999
1433,-10854,0,-410.200012,-0.0,19999
1434,-10835,0,-405.799988,-0.0,20000
1435,-10958,0,-426.399994,-0.0,19999
1436,-10897,0,-432.799988,-0.0,19998
1437,-10952,0,-426.799988,-0.0,20005
1438,-10743,-1971,-423.0,-41.0,19993
1439,-10225,-6942,-397.799988,-295.0,20000
1440,-10170,-9714,-393.799988,-377.200012,19999
1441,-9776,-9215,-421.0,-132.399994,19999
1442,-9936,-7152,-399.799988,-88.400002,19999
1443,-9936,-8242,-411.399994,-191.199997,19998
1444,-9936,-8692,-403.600006,-217.600006,20000
1445,-9819,-9067,-385.0,-251.600006,19999
1446,-9831,-9566,-377.600006,-272.399994,20004
1447,-7971,-9911,-371.399994,-299.0,19999
1448,-7712,-10188,-372.0,-339.799988,19994
1449,-7534,-10386,-379.399994,-358.600006,20004
1450,-5741,-10614,-329.600006,-388.399994,19999
1451,-3992,-10731,-261.200012,-394.799988,19994
1452,-3425,-10835,-241.199997,-430.200012,19999
1453,-3043,-10891,-224.399994,-407.200012,19999
1454,-2901,-11014,-218.0,-440.799988,19999
1455,-2981,-11057,-234.399994,-462.0,19999
1456,-3283,-11076,-249.600006,-452.799988,19999
1457,-3265,-11076,-227.399994,-462.0,19999
1458,-3025,-11100,-225.600006,-460.799988,19999
1459,-2710,-11131,-200.399994,-459.799988,19999
1460,-2433,-11100,-182.399994,-459.399994,19999
1461,-2150,-11112,-167.0,-474.799988,19999
1462,-1811,-11106,-143.800003,-447.0,20004
1463,-3499,-10989,-146.399994,-444.799988,19994
1464,-8106,-10503,-376.200012,-460.799988,19999
1465,-10188,-10515,-298.200012,-440.0,19999
1466,-9973,-10250,-325.200012,-444.600006,19999
1467,-9696,-10022,-268.200012,-437.799988,20130
1468,-9739,-10004,-271.799988,-420.399994,19868
1469,-9455,-9991,-294.0,-422.600006,19999
1470,-9930,-10096,-336.0,-430.399994,20005
1471,-10219,-8778,-362.600006,-376.0,19998
1472,-10570,-5618,-396.0,-301.799988,19999
1473,-10681,-3049,-369.600006,-201.399994,19994
1474,-10774,-2532,-414.399994,-182.199997,19999
1475,-10774,-2803,-401.0,-221.800003,19999
1476,-10829,-3807,-413.200012,-297.200012,20004
1477,-10848,-5254,-434.600006,-362.0,19999
1478,-6899,-9197,-303.799988,-471.0,19995
1479,-3973,-11186,-258.799988,-553.0,19999
1480,-3351,-11254,-242.199997,-474.600006,19999
1481,-3610,-10564,-278.600006,-298.399994,19999
1482,-4337,-10410,-316.200012,-332.0,19999
1483,-4361,-10681,-310.399994,-387.399994,19999
1484,-4072,-10712,-287.600006,-385.600006,19999
1485,-3758,-10749,-270.600006,-386.799988,19999
1486,-3548,-10872,-231.199997,-429.200012,20000
1487,-3215,-10971,-230.399994,-431.799988,19999
1488,-2901,-10897,-214.600006,-412.0,19999
1489,-2673,-11026,-212.399994,-459.600006,20000
1490,-2495,-11032,-188.199997,-440.399994,19998
1491,-2439,-11063,-186.800003,-444.0,19999
1492,-2316,-11057,-177.600006,-454.200012,19999
1493,-2310,-11088,-177.600006,-453.799988,20000
1494,-2205,-11088,-172.800003,-450.399994,19999
1495,-2088,-11106,-151.399994,-462.200012,19999
1496,-1873,-11168,-147.399994,-476.200012,20003
1497,-2316,-11180,-141.199997,-468.200012,19999
1498,-5088,-11002,-212.399994,-454.399994,19995
1499,-9505,-10496,-474.399994,-466.399994,19998
1500,-9979,-10392,-252.399994,-463.399994,19999
1501,-9074,-10121,-227.600006,-473.600006,20004
1502,-9197,-9265,-263.200012,-451.799988,19994
1503,-9634,-9055,-280.399994,-411.0,19999
1504,-9671,-9221,-302.600006,-447.399994,20004
1505,-10342,-3881,-347.0,-271.0,20000
1506,-10577,-1380,-364.799988,-108.0,19994
1507,-10632,-1238,-370.200012,-108.199997,19999
1508,-10607,-2907,-365.399994,-269.799988,20130
1509,-10712,-5033,-388.600006,-386.600006,19868
1510,-10761,-5365,-401.0,-379.200012,19999
1511,-10768,-4836,-398.0,-315.0,19999
1512,-10755,-3714,-385.399994,-248.199997,19999
1513,-10786,-3172,-413.799988,-226.800003,20121
1514,-10737,-2852,-383.600006,-208.600006,19877
1515,-10798,-2495,-398.799988,-180.0,19999
1516,-10835,-2113,-422.0,-161.0,19999
1517,-10854,-1829,-401.399994,-145.399994,19999
1518,-10940,-1620,-419.399994,-130.600006,19999
1519,-10989,-1762,-429.399994,-147.800003,19999
1520,-10977,-2599,-431.799988,-211.0,19999
1521,-10891,-2686,-410.799988,-199.0,19999
1522,-10971,-2464,-428.200012,-185.800003,19999
1523,-10983,-2008,-449.0,-147.0,19999
1524,-10983,-1250,-421.600006,-102.800003,20000
1525,-11002,-906,-459.0,-82.0,19998
1526,-10952,-801,-414.399994,-72.800003,20000
1527,-11051,-739,-464.0,-62.200001,19999
1528,-11032,-807,-437.799988,-72.599998,19998
1529,-11014,-881,-427.799988,-83.800003,20000
1530,-11026,-832,-450.200012,-79.599998,19998
1531,-11014,-739,-435.600006,-62.599998,20000
1532,-11045,-727,-445.0,-53.599998,19999
1533,-11039,-659,-440.799988,-49.400002,19999
1534,-10965,-517,-413.200012,-36.799999,20000
1535,-10848,-425,-397.399994,-30.0,19999
1536,-10811,-413,-393.600006,-26.0,19999
1537,-10724,-400,-381.399994,-26.6,19999
1538,-10552,-302,-317.799988,-24.799999,19999
1539,-10583,-388,-358.200012,-22.4,19999
1540,-10570,-370,-334.799988,-23.0,19999
1541,-10490,-277,-349.799988,-20.799999,19999
1542,-10620,-86,-346.600006,-20.799999,19999
1543,-10577,-6,-351.799988,-20.799999,19999
1544,-10540,0,-337.600006,-22.6,19999
1545,-10460,0,-327.0,-18.4,19999
1546,-10373,-6,-292.200012,-22.4,19999
1547,-9942,-12,-270.0,-22.4,20000
1548,-9523,-25,-263.799988,-18.200001,19998
1549,-9443,-55,-223.800003,-18.200001,20000
1550,-8741,-62,-162.399994,-10.8,19998
1551,-8778,-31,-211.600006,-10.8,19999
1552,-9067,-6,-211.0,-10.8,20000
1553,-9086,0,-216.199997,-7.6,19998
1554,-9209,0,-248.399994,-7.6,20120
1555,-9203,-3191,-233.800003,-16.200001,19884
1556,-9437,-7404,-256.200012,-337.799988,19999
1557,-5618,-10059,-174.800003,-413.200012,19999
1558,-3425,-9831,-158.800003,-164.399994,19994
1559,-1595,-7281,-107.400002,-100.400002,20135
1560,-924,-8815,-73.599998,-203.0,19863
1561,-795,-9049,-63.0,-241.399994,19999
1562,-739,-9634,-61.0,-264.799988,20000
1563,-813,-9800,-78.800003,-292.799988,19999
1564,-1016,-9973,-99.0,-286.799988,19999
1565,-998,-10330,-93.599998,-335.399994,19999
1566,-869,-10453,-85.199997,-341.799988,19998
1567,-788,-10552,-73.0,-348.399994,19999
1568,-727,-10595,-64.0,-360.399994,19999
1569,-727,-10669,-62.400002,-372.200012,19999
1570,-721,-10737,-58.799999,-392.600006,20000
1571,-721,-10768,-57.799999,-382.399994,19999
1572,-715,-10804,-47.599998,-399.600006,19999
1573,-536,-10829,-41.599998,-403.600006,19999
1574,-474,-10848,-31.4,-424.799988,19998
1575,-388,-10866,-27.0,-404.200012,20000
1576,-413,-10952,-24.0,-420.799988,19998
1577,-376,-10891,-24.200001,-422.0,20000
1578,-191,-10971,-23.0,-421.600006,19999
1579,-166,-11014,-17.799999,-455.799988,19999
1580,-18,-11008,-15.4,-429.600006,19999
1581,-12,-11051,-15.0,-454.600006,19999
1582,-12,-11026,-15.0,-442.200012,19999
1583,-6,-11045,-12.2,-435.200012,20000
1584,-12,-10989,-15.8,-424.799988,20003
1585,-1232,-10866,-15.8,-407.200012,19998
1586,-3499,-10626,-106.599998,-408.0,20000
1587,-8920,-6844,-421.399994,-320.0,19994
1588,-10182,-3770,-234.199997,-229.600006,19999
1589,-8334,-3068,-195.0,-217.600006,19998
1590,-8889,-2766,-206.0,-219.600006,19999
1591,-9234,-2698,-217.600006,-208.0,19999
1592,-8285,-3369,-186.0,-265.200012,19999
1593,-9221,-4213,-261.799988,-306.799988,19999
1594,-9573,-4139,-263.399994,-287.600006,19999
1595,-8839,-3659,-259.799988,-255.0,19999
1596,-10324,-2612,-345.799988,-178.0,19999
1597,-10416,-1897,-329.200012,-137.600006,19998
1598,-10478,-1521,-337.799988,-125.400002,20000
1599,-10589,-1324,-359.200012,-110.199997,19998
1600,-10583,-1090,-363.399994,-96.199997,20123
1601,-10663,-961,-378.200012,-87.800003,19875
1602,-10724,-1429,-386.799988,-131.800003,19999
1603,-10804,-1731,-404.600006,-140.399994,20000
1604,-10749,-1577,-372.0,-126.400002,19999
1605,-10798,-1318,-403.799988,-112.800003,20126
1606,-10774,-1072,-398.399994,-95.800003,19872
1607,-10829,-850,-407.799988,-76.400002,19999
1608,-10774,-745,-392.399994,-58.400002,19999
1609,-10792,-678,-391.200012,-47.200001,19999
1610,-10786,-493,-399.0,-34.0,20004
1611,-10718,-721,-368.200012,-29.4,19999
1612,-10552,-2846,-403.200012,-63.400002,19999
1613,-10306,-6320,-362.799988,-298.799988,19994
1614,-10188,-9831,-377.200012,-484.399994,19999
1615,-9696,-9443,-363.600006,-188.399994,20004
1616,-7047,-8013,-290.0,-132.199997,20000
1617,-4337,-8784,-240.600006,-229.199997,19994
1618,-2994,-9979,-203.0,-305.200012,19999
1619,-2482,-9739,-183.0,-259.399994,19999
1620,-2162,-9831,-166.600006,-300.200012,19998
1621,-2193,-10460,-173.800003,-363.0,20000
1622,-2643,-10626,-215.800003,-374.200012,19999
1623,-2963,-10650,-227.199997,-372.0,20000
1624,-2846,-10737,-210.199997,-400.200012,19999
1625,-2538,-10768,-192.199997,-392.200012,19999
1626,-2193,-10841,-166.600006,-408.399994,19999
1627,-1829,-10952,-143.600006,-437.799988,19999
1628,-1460,-11002,-119.199997,-433.799988,19999
1629,-1214,-11039,-109.0,-457.799988,19999
1630,-1047,-10995,-97.599998,-439.200012,20004
1631,-3388,-10854,-116.0,-441.600006,20003
1632,-6751,-7472,-330.600006,-348.600006,19990
1633,-9893,-5575,-376.0,-294.399994,19999
1634,-10139,-5261,-270.399994,-290.600006,20005
1635,-9055,-4552,-218.199997,-296.399994,19994
