,left_voltage,right_voltage,left_velo,right_velo,dt
272,7761,-9295,172.600006,-289.200012,20130
273,7404,-9412,163.399994,-289.799988,19867
274,8304,-9443,212.600006,-302.399994,20009
275,5008,-5667,105.599998,-182.0,19996
276,2784,-2790,102.400002,-142.600006,19990
277,745,-1694,51.0,-120.0,21038
278,55,-1300,34.400002,-113.400002,19997
279,370,-1404,30.0,-124.400002,19998
280,721,-2113,46.0,-178.199997,20000
281,721,-2883,52.599998,-229.0,19998
282,708,-2951,49.200001,-220.399994,19999
283,474,-2630,34.200001,-191.399994,20000
284,222,-1910,24.799999,-145.0,19998
285,80,-1189,24.799999,-100.800003,20012
286,-3142,1552,-77.400002,-72.599998,19990
287,-7521,6690,-217.0,279.200012,19998
288,-7860,8575,-150.199997,151.600006,19999
289,-7115,6068,-133.199997,106.599998,20000
290,-6696,5599,-122.599998,111.800003,19999
291,-7644,7811,-160.600006,146.399994,19998
292,-7651,8390,-185.800003,214.199997,19999
293,-8113,8088,-218.0,158.0,19999
294,-8297,8685,-234.199997,231.0,19999
295,-8839,8957,-220.0,253.399994,20010
296,-2895,3456,-87.599998,149.0,19997
297,-2784,1620,-165.600006,86.400002,19988
298,-1694,869,-119.599998,60.400002,20001
299,-955,339,-73.800003,39.599998,19997
300,-142,43,-63.400002,19.0,20000
301,-31,733,-62.799999,23.6,20000
302,-721,1719,-33.799999,148.800003,19998
303,-961,1688,-92.800003,135.800003,20001
304,-801,979,-75.0,91.599998,19997
305,-653,283,-51.0,51.799999,20012
306,-2070,-1990,-36.0,-0.0,19999
307,-7805,-5944,-256.600006,-243.0,19999
308,-2741,-5125,-119.400002,-220.0,20107
309,-5587,-6462,-108.400002,-38.599998,19882
310,-6739,-5341,-99.0,-96.0,19999
311,-7035,-8162,-168.0,-203.800003,20000
312,-7595,-7447,-128.0,-160.399994,19997
313,-8057,-8297,-212.399994,-190.600006,20963
314,-8248,-8661,-223.399994,-242.199997,19998
315,-8975,-9215,-251.399994,-282.399994,19998
316,-9043,-9351,-269.399994,-278.600006,19999
317,-9215,-9419,-282.799988,-301.399994,19999
318,-9486,-9566,-287.200012,-335.0,19999
319,-9542,-9640,-304.399994,-317.600006,19999
320,-9751,-9825,-326.399994,-373.399994,19999
321,-9868,-9905,-349.799988,-369.200012,19999
322,-9948,-9967,-365.0,-383.600006,19999
323,-9979,-10034,-359.0,-393.0,19999
324,-10170,-10164,-421.0,-401.0,20000
325,-10182,-10207,-384.0,-396.799988,20004
326,-10632,-6480,-426.799988,-291.799988,19994
327,-10780,-6092,-429.200012,-306.399994,20004
328,-10866,-4466,-416.200012,-272.0,19994
329,-10965,-3289,-444.799988,-221.0,20000
330,-11014,-2852,-443.399994,-211.199997,19998
331,-11014,-3166,-450.799988,-240.600006,20000
332,-11039,-4355,-434.200012,-333.799988,19999
333,-11094,-4823,-469.200012,-340.399994,19999
334,-11032,-4614,-436.399994,-321.0,19999
335,-11076,-4355,-456.200012,-301.200012,19998
336,-11119,-3807,-459.600006,-262.799988,20000
337,-11076,-2969,-450.200012,-207.800003,20000
338,-11156,-2372,-460.600006,-169.399994,19998
339,-11162,-2045,-473.799988,-158.199997,20005
340,-11094,-2445,-449.0,-155.0,19999
341,-10798,-5698,-458.0,-273.399994,19994
342,-10558,-9683,-454.600006,-494.0,19999
343,-10724,-10718,-448.600006,-516.799988,19999
344,-10306,-10108,-459.600006,-281.799988,20000
345,-9991,-9086,-429.0,-235.399994,19999
346,-10188,-9807,-465.0,-337.799988,19999
347,-10213,-10004,-431.0,-344.799988,19999
348,-10176,-9998,-414.799988,-338.600006,19998
349,-10108,-9973,-439.0,-352.399994,20010
350,-9486,-7632,-399.399994,-318.200012,19998
351,-8655,-7466,-400.799988,-348.600006,20000
352,-9154,-8538,-411.799988,-447.200012,19999
353,-8538,-8402,-395.600006,-383.200012,19989
354,-8316,-8230,-373.200012,-381.0,20001
355,-8279,-8230,-385.799988,-398.0,20007
356,-8341,-8341,-405.0,-398.399994,19999
357,-8519,-8464,-387.200012,-388.0,19999
358,-8944,-8790,-398.799988,-397.799988,19989
359,-9246,-9258,-394.399994,-424.799988,20009
360,-9443,-8858,-405.200012,-397.799988,19999
361,-7607,-9197,-361.0,-410.600006,19990
362,-9585,-9856,-455.200012,-431.200012,19999
363,-9948,-9973,-380.399994,-422.0,19999
364,-10115,-10034,-389.600006,-421.0,19999
365,-10188,-10188,-405.399994,-442.600006,19999
366,-10188,-10127,-398.200012,-433.799988,19999
367,-10034,-10127,-370.0,-435.0,19999
368,-10256,-10071,-406.399994,-453.200012,19999
369,-10312,-10102,-416.799988,-432.799988,19999
370,-10213,-10053,-432.0,-436.799988,20008
371,-7558,-8624,-374.200012,-396.200012,19999
372,-5433,-6123,-319.399994,-336.399994,19997
373,-3992,-4343,-258.0,-283.399994,19989
374,-3400,-3671,-249.199997,-255.0,20012
375,1947,326,-98.800003,-144.0,19999
376,4842,5298,-52.200001,-127.599998,19989
377,5784,5692,-52.200001,-127.599998,19999
378,5636,5556,-45.400002,-130.800003,19999
379,5784,5636,-45.400002,-130.800003,19999
380,5889,5784,-33.599998,-106.800003,19999
381,5981,5716,19.6,971.799988,19999
382,5606,5809,19.6,971.799988,19999
383,6197,6449,41.0,51.799999,19999
384,7047,7004,87.0,123.400002,19998
385,7004,8304,115.199997,233.0,20000
386,8057,8568,219.199997,196.0,19998
387,8661,8599,264.0,245.800003,19999
388,8981,9086,267.0,254.399994,20000
389,8944,9117,240.600006,280.0,20008
390,5723,5415,185.600006,175.0,19996
391,2895,2630,130.399994,114.599998,19990
392,1072,998,80.199997,68.800003,19999
393,721,727,47.799999,47.799999,19999
394,727,739,43.0,46.799999,19999
395,1029,2230,99.0,198.199997,20000
396,1583,2895,139.199997,215.800003,20011
397,-1404,2994,106.0,204.600006,19998
398,-4337,6511,-69.800003,305.600006,19990
399,-7761,9499,-114.400002,465.799988,19999
400,-6098,9412,-45.0,249.399994,20000
401,-7065,8464,-77.199997,115.0,19998
402,-6480,7244,-79.599998,198.0,20000
403,-7497,8913,-148.399994,268.200012,19999
404,-8106,8981,-200.199997,230.600006,19999
405,-8273,8476,-221.399994,235.399994,19999
406,-8667,9111,-227.600006,303.399994,20000
407,-8495,9314,-237.800003,315.799988,19999
408,-8846,9388,-243.199997,328.399994,19999
409,-8950,9462,-253.800003,341.399994,19999
410,-9209,9548,-262.399994,357.799988,19999
411,-9265,9616,-289.200012,368.799988,19999
412,-9560,9640,-329.600006,343.200012,19999
413,-9628,9702,-322.0,351.600006,19999
414,-9714,9819,-349.200012,382.600006,20008
415,-6480,7226,-218.0,333.399994,19997
416,-4484,5187,-232.800003,298.0,19990
417,-2267,3308,-135.800003,211.399994,19999
418,-1195,2470,-90.599998,174.0,19999
419,-899,2088,-78.599998,174.0,19999
420,-1577,2261,-139.800003,181.199997,20011
421,-2636,-1053,-154.199997,118.800003,20000
422,-6394,-3924,-318.600006,15.8,19998
423,-9573,-3283,-416.0,-24.4,19990
424,-9646,-6591,-302.0,-24.4,19999
425,-9024,-5883,-278.200012,-18.0,20008
426,-3825,-4478,-129.199997,-44.599998,20000
427,788,-2162,-51.799999,-61.400002,19998
428,2710,-3511,48.599998,-29.6,19990
429,7336,-7903,136.0,-317.600006,20000
430,7244,-8957,131.199997,-235.199997,19998
431,6382,-8716,68.599998,-205.399994,20000
432,5655,-8975,68.599998,-245.600006,19998
433,5593,-8815,20.200001,-249.600006,19999
434,7453,-9037,129.0,-254.800003,19999
435,7688,-9123,143.199997,-273.399994,19999
436,7792,-9209,142.0,-285.0,19999
437,7996,-9301,158.399994,-322.799988,19999
438,8285,-9400,201.399994,-311.0,19999
439,8365,-9419,208.0,-338.799988,19999
440,7934,-9480,188.399994,-323.799988,19999
441,8630,-9529,248.0,-347.399994,20000
442,9012,-9536,245.600006,-347.399994,19998
443,9129,-9591,280.600006,-361.600006,19999
444,9406,-9665,288.200012,-372.799988,20008
445,4029,-7392,150.199997,-316.200012,19995
446,2224,-5076,146.199997,-292.0,19991
447,1817,-3443,141.399994,-228.600006,19998
448,1756,-2710,145.800003,-193.199997,19999
449,2242,-2396,170.600006,-191.600006,19999
450,1922,-2421,151.800003,-184.399994,19999
451,1675,-3098,137.800003,-245.800003,19999
452,1669,-3647,135.199997,-267.799988,19999
453,1602,-3616,131.800003,-243.199997,19999
454,1466,-3271,137.600006,-229.199997,20000
455,1331,-2458,117.400002,-172.199997,19998
456,1189,-1411,103.0,-103.199997,19999
457,862,-875,76.400002,-72.599998,20000
458,376,-752,51.0,-56.0,19999
459,25,-610,51.0,-44.799999,19999
460,6,-647,51.599998,-40.599998,19999
461,0,-733,51.599998,-61.0,19999
462,6,-733,42.0,-60.400002,20011
463,-1860,3326,-81.0,25.799999,19989
464,-6530,7546,-264.600006,185.399994,20009
465,-3222,2723,-143.199997,35.200001,19990
466,-4447,5815,-85.599998,33.400002,19999
467,-7891,8285,-121.199997,185.399994,19999
468,-7601,7380,-160.199997,119.599998,19999
469,-7090,7829,-113.599998,157.800003,20000
470,-8199,8396,-201.199997,231.800003,20007
471,-2433,2563,-117.400002,94.800003,19989
472,-302,388,-117.400002,47.200001,20000
473,-68,55,-40.200001,47.200001,19998
474,-647,86,-23.6,31.6,19999
475,-967,690,-92.199997,23.4,20012
476,-1682,-1195,-100.800003,70.199997,19999
477,-5704,-5532,-251.800003,-0.0,19999
478,-9560,-2193,-301.799988,-22.200001,19989
479,-8568,-5544,-165.800003,-12.4,19999
480,-6702,-8242,-74.199997,-189.600006,20000
481,-7534,-7571,-143.199997,-91.599998,19998
482,-7669,-7885,-135.399994,-172.399994,20001
483,-7946,-8439,-177.0,-186.199997,19999
484,-7940,-8667,-165.0,-190.800003,19999
485,-8445,-8630,-229.399994,-217.0,19999
486,-8950,-8889,-263.0,-264.600006,19999
487,-9067,-9289,-274.0,-302.600006,20130
488,-9369,-9443,-307.200012,-308.200012,19868
489,-9548,-9573,-324.0,-330.799988,19999
490,-9622,-9659,-326.200012,-343.200012,19999
491,-9677,-9696,-328.799988,-349.200012,19999
492,-9819,-9862,-344.799988,-374.799988,19999
493,-9924,-9954,-378.799988,-385.799988,20000
494,-10010,-10028,-381.600006,-390.799988,19998
495,-10090,-10127,-403.0,-414.200012,20000
496,-10195,-10244,-381.799988,-419.200012,19998
497,-10244,-10275,-424.200012,-443.0,20000
498,-10269,-10312,-391.799988,-440.799988,19998
499,-10299,-10336,-432.600006,-435.0,19999
500,-10361,-10386,-423.799988,-450.200012,19999
501,-10398,-10423,-418.799988,-443.600006,19999
502,-10429,-10472,-428.200012,-450.399994,20004
503,-10681,-8685,-448.600006,-433.0,19995
504,-10780,-8735,-449.200012,-435.399994,20004
505,-11032,-6825,-463.0,-395.200012,19999
506,-11076,-4953,-461.799988,-319.0,19994
507,-11076,-4183,-458.799988,-277.0,19998
508,-11112,-3745,-473.0,-277.399994,20000
509,-11131,-3634,-481.600006,-269.399994,19999
510,-11100,-4959,-474.0,-379.799988,19999
511,-11137,-5550,-463.399994,-391.399994,20000
512,-11131,-5396,-488.600006,-358.799988,19999
513,-11156,-5057,-505.600006,-343.799988,20000
514,-11174,-4645,-462.799988,-323.200012,19998
515,-11186,-3819,-492.799988,-256.399994,19999
516,-11199,-3166,-503.799988,-220.600006,19999
517,-11174,-2827,-475.799988,-197.800003,19999
518,-11174,-2581,-490.399994,-191.0,19999
519,-11156,-2920,-486.600006,-225.800003,19999
520,-11137,-3548,-470.799988,-261.399994,19999
521,-11143,-3443,-487.0,-248.0,19999
522,-11100,-3240,-446.0,-230.199997,20000
523,-11131,-2938,-485.0,-211.199997,20000
524,-11094,-2661,-458.600006,-197.600006,19998
525,-11100,-2427,-450.0,-178.399994,20000
526,-11143,-2057,-487.200012,-155.600006,20000
527,-11076,-1749,-445.600006,-140.399994,19999
528,-11088,-1485,-450.600006,-123.599998,20122
529,-11125,-1324,-488.200012,-113.199997,19877
530,-11094,-1355,-457.200012,-114.800003,20004
531,-11100,-844,-472.399994,-93.400002,20000
532,-10737,-4571,-460.399994,-177.399994,19994
533,-10373,-9147,-432.200012,-429.799988,20126
534,-10509,-10287,-478.399994,-402.0,19872
535,-10004,-9745,-448.0,-220.399994,19999
536,-10041,-8002,-457.399994,-173.0,19999
537,-9985,-8722,-428.399994,-232.600006,19999
538,-9985,-9634,-418.600006,-318.600006,19999
539,-9948,-9751,-420.0,-299.200012,20004
540,-10620,-5532,-430.600006,-206.600006,19999
541,-10854,-2864,-455.600006,-164.199997,19999
542,-10977,-1324,-445.600006,-100.0,19995
543,-11020,-1189,-454.399994,-103.800003,19998
544,-10995,-2064,-454.600006,-179.0,19999
545,-10989,-3788,-444.799988,-308.799988,19999
546,-11032,-4337,-462.600006,-296.399994,19999
547,-11039,-3973,-457.600006,-269.399994,20004
548,-11125,-2852,-467.399994,-201.800003,19994
549,-11094,-2304,-452.200012,-141.399994,20005
550,-10644,-5550,-434.799988,-220.600006,19993
551,-10429,-9653,-461.0,-463.799988,20000
552,-10410,-10336,-431.399994,-430.600006,19999
553,-9936,-9659,-424.399994,-222.800003,19998
554,-9942,-8488,-442.799988,-224.399994,20000
555,-10010,-9696,-410.200012,-323.600006,19998
556,-10078,-9924,-432.799988,-343.0,19999
557,-10078,-9936,-422.600006,-344.0,20000
558,-10176,-10004,-429.600006,-358.0,19999
559,-10244,-10176,-437.0,-402.600006,20000
560,-10330,-10262,-445.399994,-405.200012,19999
561,-10367,-10342,-436.200012,-427.799988,20000
562,-10392,-10386,-434.600006,-435.600006,19999
563,-10447,-10429,-448.200012,-449.0,19999
564,-10379,-10416,-426.600006,-463.0,20004
565,-8710,-10663,-414.0,-476.200012,19999
566,-6369,-11057,-363.600006,-472.0,19994
567,-4903,-11186,-321.799988,-484.799988,20000
568,-4201,-11199,-280.399994,-498.799988,19998
569,-3856,-11199,-274.200012,-492.0,20000
570,-3992,-11236,-294.200012,-506.399994,19999
571,-4293,-11242,-312.600006,-512.599976,19999
572,-4361,-11297,-301.600006,-526.200012,20000
573,-4232,-11390,-300.200012,-513.799988,19998
574,-4226,-11377,-295.600006,-515.200012,20121
575,-4010,-11310,-278.200012,-513.400024,19878
576,-3671,-11260,-257.0,-503.200012,19999
577,-3369,-11273,-238.0,-499.0,20004
578,-5180,-11193,-272.0,-506.0,19994
579,-9523,-10755,-474.399994,-506.399994,20126
580,-10484,-10774,-365.200012,-517.400024,19872
581,-10225,-10478,-358.0,-492.600006,19999
582,-9942,-10287,-300.799988,-500.600006,19999
583,-10071,-10367,-354.0,-502.399994,19999
584,-10158,-10379,-342.600006,-490.399994,19999
585,-10158,-10349,-373.200012,-474.0,19999
