,left_voltage,right_voltage,left_velo,right_velo,dt
1185,-1448,-11156,-124.199997,-476.399994,19999
1186,-1324,-11199,-111.0,-485.600006,20004
1187,-1885,-11193,-104.199997,-470.600006,19999
1188,-4946,-10823,-179.600006,-460.600006,19993
1189,-9480,-10521,-425.799988,-457.600006,20000
1190,-9899,-10287,-264.200012,-436.399994,19999
1191,-9388,-10133,-209.600006,-444.399994,19999
1192,-9135,-10121,-222.600006,-461.200012,20000
1193,-9252,-10108,-258.600006,-430.0,19999
1194,-9431,-10078,-254.800003,-429.399994,20000
1195,-9468,-10022,-267.200012,-414.799988,19999
1196,-9887,-10102,-293.200012,-419.399994,19999
1197,-9936,-10182,-310.200012,-443.399994,19999
1198,-9998,-10213,-328.799988,-435.799988,19999
1199,-10053,-10256,-337.0,-432.600006,20000
1200,-10090,-10281,-339.399994,-450.399994,19998
1201,-10213,-10318,-385.799988,-451.200012,19999
1202,-10238,-10342,-366.600006,-438.600006,19999
1203,-10318,-10410,-399.600006,-443.600006,19999
1204,-10361,-10435,-395.600006,-442.200012,20000
1205,-10386,-10441,-421.399994,-445.799988,19998
1206,-10410,-10496,-411.799988,-466.200012,19999
1207,-10478,-10533,-434.200012,-456.399994,20000
1208,-10496,-10583,-440.200012,-473.799988,19998
1209,-10583,-10644,-428.0,-484.799988,19999
1210,-10638,-10663,-471.200012,-476.399994,19999
1211,-10589,-10650,-434.0,-484.200012,19999
1212,-10657,-10718,-442.799988,-490.600006,20000
1213,-10675,-10700,-487.399994,-495.0,19999
1214,-10650,-10687,-451.0,-468.399994,19999
1215,-10700,-10724,-479.399994,-474.200012,20005
1216,-8039,-10983,-419.600006,-506.200012,19999
1217,-7004,-11094,-418.600006,-504.399994,19999
1218,-5334,-11254,-338.799988,-527.599976,19994
1219,-4595,-11279,-316.799988,-516.799988,19999
1220,-4152,-11260,-298.200012,-511.399994,19999
1221,-3942,-11266,-278.399994,-520.599976,19999
1222,-4398,-11285,-336.799988,-502.399994,20000
1223,-4990,-11322,-364.200012,-511.799988,19998
1224,-5211,-11396,-388.200012,-521.799988,19999
1225,-4940,-11408,-342.399994,-532.799988,20000
1226,-4546,-11396,-325.200012,-515.599976,19998
1227,-4066,-11365,-278.200012,-498.399994,20000
1228,-3554,-11322,-247.0,-518.400024,19999
1229,-3074,-11371,-220.199997,-517.200012,19999
1230,-2790,-11408,-207.600006,-529.200012,19999
1231,-2717,-11390,-211.199997,-513.200012,19999
1232,-3037,-11297,-232.199997,-511.200012,19998
1233,-3037,-11285,-226.199997,-517.599976,20000
1234,-2815,-11260,-207.800003,-506.0,19999
1235,-2526,-11248,-193.800003,-509.799988,19999
1236,-2168,-11242,-160.600006,-498.0,19999
1237,-1897,-11242,-148.600006,-514.799988,20000
1238,-1657,-11211,-136.0,-492.799988,19999
1239,-1355,-11242,-119.599998,-501.600006,19999
1240,-1238,-11248,-107.0,-506.0,19999
1241,-1238,-11242,-109.400002,-513.799988,19999
1242,-1189,-11230,-97.800003,-501.600006,19999
1243,-992,-11193,-87.599998,-475.600006,19999
1244,-838,-11174,-77.599998,-465.200012,19999
1245,-727,-11174,-67.800003,-466.399994,20000
1246,-708,-11156,-57.0,-459.799988,19998
1247,-659,-11162,-45.799999,-464.600006,19999
1248,-468,-11186,-35.400002,-483.600006,19999
1249,-290,-11205,-29.0,-477.600006,19999
1250,-191,-11125,-20.6,-454.799988,20005
1251,-3006,-10878,-15.4,-462.799988,19993
1252,-8211,-10423,-365.0,-443.200012,19999
1253,-9677,-10115,-239.0,-419.799988,19999
1254,-8981,-10090,-236.399994,-457.600006,19999
1255,-9431,-10115,-249.600006,-422.0,19999
1256,-9104,-10034,-221.600006,-411.600006,20004
1257,-8957,-7404,-222.199997,-343.399994,19999
1258,-9012,-6006,-215.399994,-324.600006,19994
1259,-9209,-4127,-240.0,-267.200012,19999
1260,-9671,-3222,-258.200012,-207.800003,19999
1261,-9431,-2575,-252.0,-180.800003,20000
1262,-10053,-2304,-316.799988,-179.600006,19999
1263,-10336,-3819,-318.0,-317.0,19999
1264,-10275,-4811,-320.600006,-338.0,19998
1265,-10533,-4675,-346.399994,-335.0,20000
1266,-10583,-4109,-362.799988,-277.600006,19999
1267,-10663,-3098,-386.0,-215.199997,19999
1268,-10650,-2322,-354.799988,-167.800003,19999
1269,-10731,-1971,-399.200012,-148.199997,19999
1270,-10706,-1725,-388.0,-140.199997,19999
1271,-10774,-1460,-397.799988,-122.400002,19999
1272,-10792,-1380,-409.200012,-115.400002,19999
1273,-10798,-2113,-398.200012,-180.800003,19998
1274,-10792,-2464,-409.799988,-185.399994,20000
1275,-10866,-2261,-421.399994,-173.199997,19999
1276,-10823,-2020,-403.799988,-156.399994,19999
1277,-10817,-1429,-400.600006,-116.800003,19999
1278,-10811,-986,-416.0,-86.400002,19999
1279,-10804,-819,-391.0,-71.599998,19999
1280,-10798,-739,-401.0,-67.599998,20004
1281,-10811,-875,-395.600006,-57.400002,19999
1282,-10694,-3825,-431.799988,-117.599998,19994
1283,-10250,-8716,-362.600006,-421.600006,19999
1284,-10349,-10201,-419.200012,-398.799988,19999
1285,-9942,-9659,-379.799988,-220.0,20000
1286,-9911,-8168,-396.799988,-157.600006,19998
1287,-9967,-9117,-408.399994,-254.199997,19999
1288,-9930,-9640,-392.0,-286.799988,19998
1289,-9880,-9677,-376.0,-292.0,20000
1290,-9979,-9831,-388.799988,-311.600006,19999
1291,-10065,-9973,-419.799988,-354.200012,20000
1292,-10182,-10065,-394.200012,-372.799988,19998
1293,-10195,-10115,-398.200012,-377.799988,19999
1294,-10232,-10201,-400.200012,-392.200012,20000
1295,-10262,-10244,-406.600006,-396.600006,19998
1296,-10312,-10299,-398.600006,-419.399994,20001
1297,-10435,-10404,-463.799988,-428.0,19998
1298,-10429,-10441,-423.399994,-452.799988,19999
1299,-10509,-10496,-454.399994,-433.200012,20004
1300,-8445,-10774,-400.399994,-464.799988,19998
1301,-6659,-11039,-379.799988,-478.399994,19995
1302,-5144,-11112,-345.0,-465.399994,20000
1303,-4287,-11125,-288.799988,-471.200012,19998
1304,-3721,-11180,-274.799988,-488.0,19999
1305,-3671,-11199,-281.399994,-497.0,19998
1306,-4281,-11193,-314.0,-474.600006,19999
1307,-4552,-11193,-335.600006,-496.600006,20000
1308,-4491,-11199,-323.600006,-500.200012,19999
1309,-4232,-11217,-306.0,-502.0,19999
1310,-3992,-11254,-283.799988,-508.399994,19999
1311,-3671,-11273,-254.0,-507.0,19999
1312,-3419,-11297,-248.399994,-520.200012,19999
1313,-3092,-11266,-225.600006,-506.0,19999
1314,-2840,-11236,-211.199997,-497.799988,19999
1315,-2489,-11230,-184.800003,-488.799988,19999
1316,-2230,-11205,-170.600006,-483.200012,19999
1317,-2168,-11223,-169.800003,-497.200012,20000
1318,-2150,-11236,-169.600006,-492.799988,19998
1319,-2070,-11242,-164.199997,-504.399994,19999
1320,-1903,-11242,-158.399994,-501.0,19999
1321,-1848,-11211,-150.0,-490.600006,19999
1322,-1725,-11199,-133.800003,-483.200012,19999
1323,-1435,-11205,-122.599998,-473.0,19999
1324,-1189,-11211,-106.0,-500.399994,19999
1325,-955,-11211,-87.599998,-487.799988,19999
1326,-813,-11211,-78.199997,-464.600006,19999
1327,-727,-11199,-64.0,-479.0,20000
1328,-708,-11168,-57.400002,-474.0,19998
1329,-708,-11168,-51.0,-459.799988,19999
1330,-671,-11205,-45.400002,-476.200012,20000
1331,-573,-11193,-41.400002,-487.0,19998
1332,-468,-11180,-37.400002,-477.200012,20000
1333,-259,-11162,-24.4,-471.399994,19998
1334,-92,-11137,-18.6,-465.799988,20000
1335,12,-11088,-18.6,-460.200012,19999
1336,-6,-11069,-18.799999,-459.200012,19998
1337,-6,-11082,-14.8,-457.600006,20001
1338,-6,-11069,-14.8,-464.399994,19998
1339,-6,-11069,-14.2,-442.0,19999
1340,-6,-11063,0.0,-442.399994,19999
1341,-6,-11088,0.0,-457.799988,19999
1342,-6,-11082,0.0,-437.600006,20001
1343,0,-11076,0.0,-451.600006,19998
1344,-6,-11082,0.0,-466.600006,19999
1345,-12,-11057,0.0,-427.799988,19999
1346,-6,-11002,0.0,-431.799988,19999
1347,-12,-11014,0.0,-439.600006,19999
1348,-6,-11008,0.0,-425.200012,20000
1349,-12,-10989,0.0,-434.600006,19999
1350,0,-10989,0.0,-420.799988,20000
1351,0,-10989,0.0,-423.799988,19999
1352,0,-10983,0.0,-438.0,20004
1353,-2760,-10872,-8.0,-426.799988,19995
1354,-4860,-10755,-210.800003,-417.799988,20007
1355,-5723,-7478,-91.800003,-368.600006,20000
1356,-924,-542,-29.6,-201.800003,19999
1357,4515,3240,138.600006,-0.0,19989
1358,8667,6031,348.0,79.800003,19999
1359,9468,5889,261.600006,79.800003,19999
1360,9511,5790,263.200012,89.199997,20000
1361,8692,5938,179.0,89.199997,19998
1362,8297,5833,177.600006,76.0,19999
1363,8260,5889,159.800003,106.199997,20000
1364,8673,5858,227.399994,7.4,19998
1365,9277,7484,263.600006,136.800003,19999
1366,9351,8575,258.399994,212.199997,19999
1367,9135,8655,275.0,222.399994,20000
1368,9406,8784,293.200012,194.399994,19999
1369,9443,8766,296.600006,223.600006,19999
1370,9486,9406,300.200012,302.799988,19999
1371,9573,9573,317.600006,288.200012,19999
1372,9597,9634,306.399994,310.0,19999
1373,9794,9844,354.799988,345.600006,19999
1374,9862,9930,328.799988,364.0,19998
1375,9880,9930,356.799988,339.600006,20000
1376,9924,9967,352.799988,368.799988,20004
1377,10269,7484,380.200012,316.200012,20004
1378,7700,524,320.200012,134.800003,19991
1379,9708,-2039,421.399994,-0.0,20008
1380,8451,-4996,366.399994,-71.800003,19989
1381,9874,-6486,404.200012,-26.200001,20000
1382,10084,-6104,394.0,-26.200001,19998
1383,10041,-6246,392.399994,-26.200001,20000
1384,10047,-6222,415.200012,-22.4,19998
1385,10102,-6191,428.799988,-22.4,19999
1386,10047,-6388,415.799988,-16.0,20001
1387,10010,-7109,406.0,-109.800003,19999
1388,9911,-8285,384.799988,-192.399994,19999
1389,9917,-8753,386.0,-205.199997,19999
1390,9844,-8901,372.0,-207.199997,19999
1391,9862,-9018,378.0,-222.0,19999
1392,9874,-9406,387.600006,-263.600006,19999
1393,9948,-9763,395.399994,-290.600006,19999
1394,9967,-9813,401.0,-298.399994,20008
1395,6733,-6283,318.600006,-226.800003,19999
1396,1306,-4700,169.199997,-194.800003,20000
1397,-4472,-7484,0.0,-317.0,19989
1398,-6406,-9683,-87.0,-459.399994,19999
1399,-6468,-10386,-35.0,-470.200012,19999
1400,-6400,-10096,-23.4,-380.0,19999
1401,-6449,-9880,-22.0,-373.200012,20004
1402,-6425,-6813,-22.0,-294.0,19999
1403,-6080,-4066,-39.799999,-244.199997,19994
1404,-6339,-3185,-27.4,-219.0,19999
1405,-7688,-2673,-112.599998,-193.399994,19998
1406,-8162,-2427,-162.0,-178.800003,20000
1407,-8710,-2846,-214.0,-230.600006,19999
1408,-8612,-4127,-192.399994,-309.399994,19999
1409,-9437,-4220,-252.800003,-301.0,20000
1410,-9757,-3782,-279.200012,-260.600006,19998
1411,-9807,-2840,-268.600006,-194.199997,19999
1412,-9874,-2131,-306.200012,-157.399994,20000
1413,-10299,-1786,-314.0,-138.399994,19998
1414,-10373,-1503,-318.600006,-125.199997,20000
1415,-10447,-1294,-353.399994,-123.800003,19999
1416,-10478,-1189,-323.399994,-102.800003,19999
1417,-10546,-1386,-349.200012,-123.800003,19999
1418,-10570,-1786,-350.600006,-151.399994,19999
1419,-10620,-1829,-372.200012,-151.800003,19999
1420,-10644,-1694,-356.200012,-137.600006,19999
1421,-10681,-1441,-388.0,-119.0,19999
1422,-10724,-1269,-375.399994,-107.599998,20000
1423,-10687,-1047,-384.399994,-94.0,19998
1424,-10755,-856,-379.600006,-80.400002,20005
1425,-10570,-3819,-397.799988,-113.0,19993
1426,-10152,-8673,-355.200012,-377.399994,19999
1427,-10262,-10041,-392.0,-385.399994,19999
1428,-9862,-9714,-364.0,-234.0,19999
1429,-9825,-8445,-383.399994,-147.600006,20000
1430,-9825,-9098,-357.799988,-261.600006,19999
1431,-9868,-9634,-385.600006,-270.600006,19998
1432,-9813,-9634,-354.200012,-282.600006,19999
1433,-9880,-9819,-368.399994,-333.200012,19998
1434,-10010,-9961,-376.600006,-359.600006,20000
1435,-10096,-10028,-411.200012,-358.799988,19999
1436,-10158,-10108,-375.200012,-390.0,19998
1437,-10225,-10219,-411.399994,-404.200012,20005
1438,-10650,-7238,-408.799988,-322.600006,19993
1439,-10761,-5803,-433.600006,-287.0,20004
1440,-10811,-5205,-404.600006,-316.200012,19996
1441,-10946,-4041,-451.399994,-267.600006,19998
1442,-10891,-3671,-440.799988,-262.799988,20136
1443,-10946,-3480,-426.399994,-253.0,19862
1444,-10995,-4127,-467.799988,-319.600006,19999
1445,-10965,-4854,-436.200012,-352.399994,19999
1446,-11039,-4786,-459.200012,-335.200012,19999
1447,-10995,-4528,-448.799988,-315.799988,20134
1448,-10878,-4361,-420.600006,-286.200012,19864
1449,-10848,-5907,-458.799988,-323.200012,20004
1450,-10509,-8273,-416.200012,-406.399994,19994
1451,-10595,-10398,-445.200012,-510.600006,19999
1452,-10441,-10386,-431.0,-394.399994,19999
1453,-10127,-9930,-428.399994,-298.600006,19999
1454,-10127,-10034,-399.399994,-359.200012,19999
1455,-10287,-10219,-425.399994,-390.200012,19999
1456,-10293,-10256,-417.200012,-404.200012,20003
1457,-10638,-6967,-409.799988,-326.200012,20000
1458,-10965,-4343,-470.0,-268.0,19995
1459,-10958,-3480,-440.0,-242.399994,19998
1460,-11002,-3228,-445.399994,-236.0,20000
1461,-10989,-3314,-460.0,-247.800003,19998
1462,-10958,-4139,-429.0,-317.0,19999
1463,-11008,-5051,-442.600006,-370.799988,20000
1464,-11020,-5057,-456.200012,-349.799988,19999
1465,-11026,-4614,-434.399994,-312.0,20000
1466,-11008,-3807,-456.0,-251.199997,19999
1467,-10995,-3240,-428.0,-232.199997,19999
1468,-10989,-2926,-442.600006,-212.199997,19999
1469,-11026,-2680,-463.399994,-194.800003,19999
1470,-11032,-2464,-445.0,-182.800003,20004
1471,-11100,-2606,-485.799988,-188.199997,19994
1472,-11119,-2661,-466.0,-186.399994,20004
1473,-10780,-5261,-449.0,-259.600006,19994
1474,-10589,-9603,-466.200012,-476.200012,19999
1475,-10681,-10657,-441.0,-514.599976,19999
1476,-10312,-10262,-436.399994,-336.0,19999
1477,-10016,-9659,-444.399994,-204.600006,19999
1478,-10213,-9234,-428.600006,-295.0,20000
1479,-10275,-10041,-438.600006,-351.600006,19998
1480,-10287,-10096,-440.399994,-350.399994,19999
1481,-10262,-10170,-422.600006,-374.200012,20000
1482,-10342,-10238,-442.0,-381.600006,19999
1483,-10429,-10336,-446.799988,-419.200012,20000
1484,-10379,-10355,-423.0,-427.799988,19998
1485,-10410,-10410,-419.799988,-427.0,19999
1486,-10460,-10447,-449.200012,-442.799988,20000
1487,-10404,-10466,-415.200012,-459.399994,19998
1488,-10484,-10509,-451.0,-459.600006,19999
1489,-10484,-10496,-431.799988,-461.200012,19999
1490,-10478,-10527,-420.399994,-458.0,19999
1491,-10515,-10583,-463.799988,-441.200012,20006
1492,-7355,-7620,-367.600006,-401.600006,19989
1493,-4922,-5051,-330.399994,-328.600006,20000
1494,-4361,-4484,-314.200012,-304.200012,19999
1495,-4029,-4189,-295.200012,-315.0,20011
1496,-3591,-49,-267.799988,-205.399994,19999
1497,-5168,3942,-276.799988,-117.0,19999
1498,-8359,2698,-434.200012,-25.6,19989
1499,-10509,4706,-579.0,-22.799999,20000
1500,-10225,5827,-405.799988,-12.0,19998
1501,-10238,5686,-376.399994,-12.0,20000
1502,-9702,5852,-289.0,-6.8,19998
1503,-9788,5901,-322.200012,4.0,19999
1504,-9690,7059,-309.0,112.199997,20000
1505,-9609,8371,-337.0,182.399994,19998
1506,-9665,8661,-341.799988,184.399994,19999
1507,-9683,8901,-329.0,245.399994,20000
1508,-9757,8575,-353.399994,229.399994,19999
1509,-9720,9511,-335.799988,254.600006,19999
1510,-9800,9129,-350.0,276.600006,19999
1511,-9770,9628,-319.399994,290.799988,19999
1512,-9813,9776,-346.399994,322.799988,19999
1513,-9850,9800,-337.399994,321.600006,19999
1514,-9837,9831,-338.600006,338.0,19999
1515,-9880,9899,-326.0,356.200012,19999
1516,-9899,9948,-350.399994,384.200012,19999
1517,-9924,9961,-338.600006,366.399994,19999
1518,-9961,10028,-338.200012,393.200012,19999
1519,-9985,10022,-350.799988,381.0,19999
1520,-10028,10053,-360.600006,395.600006,19999
1521,-10022,10034,-372.799988,366.399994,19999
1522,-10059,10164,-351.600006,417.799988,19999
1523,-10170,10219,-388.799988,419.0,19998
1524,-10152,10213,-356.200012,409.0,20000
1525,-10225,10275,-405.399994,423.799988,19998
1526,-10195,10262,-363.200012,401.799988,19999
1527,-10256,10256,-414.799988,402.399994,19999
1528,-10232,10318,-374.600006,438.200012,19999
1529,-10275,10330,-398.200012,435.200012,20001
1530,-10293,10336,-403.399994,419.600006,19998
1531,-10318,10392,-385.399994,460.200012,19998
1532,-10330,10386,-408.200012,442.200012,20000
1533,-10336,10349,-406.0,408.600006,19998
1534,-10361,10373,-432.600006,427.399994,20000
1535,-10361,10386,-412.600006,409.799988,19999
1536,-10330,10312,-438.399994,432.600006,19999
1537,-10361,10392,-413.200012,442.200012,20000
1538,-10392,10398,-427.799988,435.600006,19998
1539,-10373,10392,-423.399994,426.0,19999
1540,-10392,10379,-417.399994,420.600006,20000
1541,-10379,10367,-436.399994,401.600006,19999
1542,-10392,10361,-435.600006,415.799988,19999
1543,-10373,10355,-445.399994,426.799988,19999
1544,-10404,10404,-433.600006,429.0,19999
1545,-10435,10398,-446.799988,434.799988,19999
1546,-10441,10429,-434.0,426.600006,19999
1547,-10478,10453,-453.0,420.600006,19999
1548,-10466,10410,-458.600006,415.0,19999
1549,-10453,10441,-434.399994,428.399994,19999
1550,-10472,10429,-465.399994,425.600006,20000
1551,-10441,10441,-443.399994,431.399994,20006
1552,-7287,6320,-376.200012,346.399994,20003
1553,-493,240,-188.199997,189.0,19990
1554,4829,-5538,0.0,-198.199997,19998
1555,6523,-8248,0.0,-102.400002,20000
1556,5507,-5821,14.4,-102.400002,19998
1557,6031,-6573,14.4,-85.599998,19999
1558,5907,-6271,35.200001,-85.599998,20000
1559,5944,-6252,43.599998,-85.599998,19999
1560,6209,-6449,7.0,-89.0,20000
1561,7195,-8488,93.199997,-185.199997,19999
1562,7607,-8716,117.0,-198.0,19999
1563,7959,-8433,146.600006,-176.399994,20000
1564,7866,-8803,137.199997,-206.199997,19998
1565,8008,-9049,160.399994,-223.600006,20001
1566,8451,-9098,213.800003,-247.600006,19999
1567,8735,-9295,209.800003,-270.0,19999
1568,8642,-9394,216.199997,-264.0,19999
1569,9117,-9443,255.800003,-292.0,19999
1570,9184,-9579,261.0,-310.799988,20000
1571,9499,-9671,292.200012,-337.799988,19998
1572,9622,-9770,300.399994,-341.600006,19999
1573,9653,-9844,298.0,-356.600006,19999
1574,9782,-9899,320.200012,-358.0,19999
1575,9825,-9985,313.200012,-397.200012,19999
1576,9893,-10016,329.799988,-386.399994,19999
1577,9930,-10078,348.399994,-409.600006,19999
1578,10016,-10182,352.200012,-402.0,20000
1579,10090,-10250,367.600006,-416.399994,19998
1580,10108,-10269,381.600006,-437.399994,19999
1581,10213,-10287,398.799988,-410.399994,19999
1582,10188,-10275,386.600006,-422.399994,19999
1583,10207,-10306,386.799988,-430.200012,20000
1584,10244,-10342,391.399994,-422.0,19998
1585,10306,-10404,403.600006,-441.0,19999
1586,10361,-10466,416.0,-453.799988,20000
1587,10342,-10460,405.200012,-452.399994,19999
1588,10398,-10453,439.200012,-455.600006,20000
1589,10373,-10453,404.600006,-449.399994,19998
1590,10379,-10478,411.600006,-461.200012,19998
1591,10373,-10478,420.200012,-467.399994,20000
1592,10441,-10515,422.799988,-472.200012,19999
1593,10460,-10601,441.0,-468.200012,19999
1594,10472,-10614,432.200012,-474.799988,19999
1595,10484,-10607,432.0,-469.200012,19999
1596,10496,-10620,436.399994,-462.600006,19999
1597,10478,-10589,429.0,-471.399994,19999
1598,10496,-10663,428.0,-493.600006,19999
1599,10564,-10687,438.200012,-491.799988,20000
1600,10601,-10706,437.799988,-479.200012,19999
1601,10515,-10657,431.399994,-471.799988,19999
1602,10577,-10663,453.600006,-468.600006,19999
1603,10515,-10638,419.399994,-452.200012,19999
1604,10496,-10650,415.600006,-469.799988,19999
1605,10490,-10681,427.0,-503.0,19999
1606,10515,-10687,422.399994,-492.0,20000
1607,10521,-10687,434.799988,-494.799988,19999
1608,10527,-10694,438.799988,-484.799988,19998
1609,10570,-10700,445.399994,-496.600006,20000
1610,10583,-10718,442.799988,-498.200012,19998
1611,10564,-10706,420.399994,-492.399994,20000
1612,10478,-10669,419.799988,-500.600006,19998
1613,10478,-10663,421.200012,-493.399994,19999
1614,10564,-10681,426.600006,-491.799988,20000
1615,10583,-10681,433.799988,-490.0,19999
1616,10632,-10724,456.600006,-491.200012,19998
1617,10601,-10737,444.399994,-510.0,20009
1618,8476,-9677,394.799988,-457.399994,19990
1619,9714,-10404,438.200012,-504.200012,20005
1620,7263,-7909,384.200012,-445.0,19990
1621,4663,-5686,300.799988,-368.399994,19999
1622,4029,-4885,285.200012,-330.399994,19999
1623,3714,-4441,252.399994,-299.0,19999
1624,3382,-4146,245.800003,-311.399994,19999
1625,3043,-4571,217.800003,-351.399994,20011
1626,-302,-4922,144.600006,-379.200012,19999
1627,-3400,-3708,74.400002,-280.0,20000
1628,-3511,-8310,-17.6,-429.399994,19989
1629,-6332,-10373,-26.6,-557.799988,19999
1630,-5365,-10429,-58.0,-522.599976,19999
1631,-7872,-9677,-136.800003,-281.600006,19999
1632,-7417,-9382,-72.599998,-262.399994,19999
1633,-7164,-9659,-85.599998,-335.799988,19999
1634,-7817,-9696,-134.600006,-326.399994,19999
1635,-8279,-9671,-170.399994,-333.0,19999
1636,-8661,-9726,-209.199997,-348.799988,19999
1637,-9006,-9776,-244.199997,-346.600006,20005
1638,-9443,-6671,-266.600006,-281.0,19993
1639,-9603,-6764,-256.0,-321.399994,20005
1640,-10004,-5365,-305.200012,-307.200012,19994
1641,-10022,-3942,-304.600006,-261.399994,19998
1642,-10355,-3326,-319.600006,-231.399994,20009
1643,-6924,598,-251.399994,-162.0,19989
1644,-8334,6530,-305.799988,255.800003,20004
1645,-7755,8562,-302.399994,33.200001,19996
1646,-9597,5094,-373.0,-18.0,19998
1647,-9763,6222,-327.799988,-18.0,19999
1648,-9776,5883,-320.0,-28.4,19999
1649,-9696,6006,-309.399994,-6.2,19999
1650,-9671,7041,-328.200012,110.599998,20000
1651,-9573,8488,-309.0,191.399994,19998
1652,-9585,8186,-316.399994,170.199997,20000
1653,-9696,7299,-336.399994,149.800003,19998
1654,-9653,8993,-337.600006,249.600006,19999
1655,-9683,8501,-348.799988,223.0,20000
1656,-9690,9486,-331.0,259.600006,19999
1657,-9726,9523,-355.0,273.0,20000
1658,-9683,9591,-331.200012,292.600006,19998
1659,-9800,9757,-346.0,322.799988,19999
1660,-9880,9874,-331.799988,347.399994,19999
1661,-9893,9880,-365.799988,332.200012,19999
1662,-9930,9936,-344.0,362.399994,19999
1663,-9985,9973,-362.200012,352.600006,19999
1664,-9998,10010,-365.799988,368.600006,19999
1665,-10034,10041,-375.799988,374.600006,19999
1666,-10065,10059,-368.0,386.600006,19999
1667,-10164,10213,-389.399994,410.799988,19999
1668,-10152,10170,-383.200012,387.200012,19999
1669,-10182,10207,-405.0,411.0,20005
1670,-10490,7835,-373.399994,354.200012,19999
1671,-10731,5365,-429.600006,288.200012,19999
1672,-10373,-1565,-384.200012,167.600006,19998
1673,-10416,-4897,-420.0,-229.199997,19995
1674,-9726,-6690,-387.399994,-126.400002,19999
1675,-10041,-4398,-390.399994,-126.400002,19999
1676,-9837,-6893,-366.200012,-126.400002,19999
1677,-9961,-6376,-403.600006,-32.0,19999
1678,-9776,-7176,-358.399994,-61.599998,19999
1679,-9837,-6400,-355.200012,-42.799999,19999
1680,-9899,-6684,-380.799988,-60.200001,19999
1681,-9850,-8698,-394.600006,-215.800003,19999
1682,-9800,-8704,-367.399994,-186.600006,19999
1683,-9813,-8883,-373.0,-220.600006,19999
1684,-9813,-9548,-377.600006,-295.0,20004
1685,-10398,-3924,-411.200012,-165.600006,19999
1686,-10429,-5076,-390.600006,-164.399994,19999
1687,-10700,-4749,-439.0,-287.600006,19993
1688,-10724,-3573,-391.0,-234.0,20000
1689,-10786,-1971,-403.799988,-134.199997,19998
1690,-10817,-924,-440.600006,-69.800003,19999
1691,-10811,-1072,-419.799988,-87.599998,20000
1692,-10891,-2717,-452.600006,-232.600006,19999
1693,-10891,-3203,-447.600006,-227.0,20000
1694,-10872,-3061,-422.600006,-214.199997,19998
1695,-10854,-2834,-439.799988,-212.199997,19999
1696,-10835,-2285,-419.200012,-167.199997,19999
1697,-10823,-1700,-424.399994,-130.399994,19999
1698,-10829,-1257,-421.399994,-106.0,20121
1699,-10866,-942,-446.200012,-86.400002,19877
1700,-10835,-832,-413.600006,-82.199997,19999
1701,-10977,-930,-459.399994,-88.400002,19999
1702,-10854,-1244,-420.799988,-113.800003,19999
1703,-10854,-1337,-413.0,-118.400002,21038
1704,-10885,-1250,-450.799988,-107.400002,19997
1705,-10829,-1053,-407.200012,-95.599998,19999
1706,-10860,-912,-434.600006,-86.199997,19999
1707,-10860,-832,-435.0,-79.400002,19999
1708,-10829,-739,-404.0,-71.0,19999
1709,-10755,-721,-396.0,-64.0,19999
1710,-10768,-721,-396.799988,-60.200001,20000
1711,-10768,-715,-411.0,-51.200001,19999
1712,-10755,-671,-378.799988,-43.599998,19998
1713,-10774,-561,-412.799988,-39.599998,19999
1714,-10749,-517,-387.799988,-33.599998,20005
1715,-10749,425,-400.600006,-28.0,19999
1716,-10650,2501,-399.600006,11.0,19998
1717,-10386,5544,-406.799988,145.0,20000
1718,-3875,7460,-274.600006,115.800003,19993
1719,4410,6936,186.0,117.599998,20005
1720,1183,7792,-106.199997,167.800003,19994
1721,6603,8716,43.200001,184.800003,20000
1722,6283,8316,56.200001,175.800003,19998
1723,6185,8642,56.200001,205.399994,19999
1724,6104,8661,51.0,196.199997,20000
1725,6246,8741,21.6,200.0,19999
1726,8156,8889,171.199997,257.399994,19999
1727,8421,9215,176.399994,258.799988,19998
1728,8482,9369,205.0,272.600006,19999
1729,8796,9406,224.199997,276.399994,20001
1730,9123,9462,257.600006,289.200012,19997
1731,9425,9603,278.600006,322.799988,20000
1732,9511,9646,281.399994,323.600006,20000
1733,9628,9782,308.600006,346.200012,19997
1734,9807,9930,335.600006,372.600006,20007
1735,10145,7207,337.0,284.600006,20001
1736,6388,-979,259.399994,180.600006,20000
1737,7589,-2402,337.600006,-91.400002,19989
1738,9609,-6222,422.0,-71.0,20000
1739,9948,-5723,372.600006,-71.0,19997
1740,9850,-6376,369.0,-71.0,20000
1741,9954,-6252,393.600006,-70.199997,19999
1742,10022,-6246,418.600006,-55.799999,19999
1743,10028,-6209,405.0,-55.799999,19999
1744,10047,-6277,403.200012,-69.0,20000
1745,9930,-7909,403.200012,-152.600006,19999
1746,9880,-8907,396.399994,-241.600006,19999
1747,9807,-8993,382.0,-219.600006,20000
1748,9880,-9228,386.399994,-235.600006,19999
1749,9825,-9536,376.200012,-281.399994,19998
1750,9917,-9794,389.799988,-306.0,20001
1751,10010,-9917,391.399994,-334.799988,19997
1752,10016,-9948,391.399994,-343.600006,20000
1753,10053,-10059,388.600006,-390.600006,19998
1754,10071,-10127,376.600006,-391.200012,19999
1755,10201,-10238,399.600006,-420.399994,20000
