x,y,theta,left_voltage,right_voltage,left_velo,right_velo,left_accel,right_accel,left_eff,right_eff,dt
0.000000,0.000000,0.000000,0,0,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,31
-0.056910,-0.059792,0.000002,0,-6,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,19201
-0.056910,-0.059792,0.000007,-6,-6,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,19998
-0.056910,-0.059792,0.000014,-6,0,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,19999
-0.056910,-0.059792,0.000021,0,0,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20000
-0.056910,-0.059792,0.000030,12,0,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20000
-0.056910,-0.059792,0.000040,0,0,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,19998
-0.056910,-0.059792,0.000052,6,0,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20000
-0.056910,-0.059792,0.000065,0,-6,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20000
-0.056910,-0.059792,0.000080,6,0,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,19999
-0.056910,-0.059792,0.000095,0,0,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20000
-0.056910,-0.059792,0.000104,6,0,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,19998
-0.056910,-0.059792,0.000121,0,0,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20002
-0.056910,-0.059792,0.000140,0,-12,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,19996
-0.056910,-0.059792,0.000160,0,-6,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,19999
-0.056910,-0.059792,0.000181,0,0,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20000
-0.056910,-0.059792,0.000204,0,0,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,19999
-0.056910,-0.059792,0.000228,6,-6,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20001
-0.056910,-0.059792,0.000254,0,0,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,19997
-0.056910,-0.059792,0.000280,0,6,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,19998
